HIP,X,Y,Z,Exo,Discorery,Multi,MaxPMass,StarMass,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y1
56557,-2.749,0.293,-57.964,0,None,0,0,0,-0.11,,,-0.13,-0.22,-0.09,-0.15,-0.07,-0.07,,-0.11,,-0.11,,,-0.09,-0.15
56572,-48.951,5.176,-4.095,1,Radial Velocity,1,1.23,1.08,0.29,-2.83,0.33,0.28,0.4,0.33,0.36,0.34,0.26,0.36,0.35,0.43,0.28,0.33,0.42,0.35,
56583,-28.851,3.026,76.864,0,None,0,0,0,-0.29,-3.24,-0.34,-0.16,-0.17,-0.12,-0.12,-0.1,-0.18,-0.25,-0.26,-0.37,-0.26,-0.37,-0.18,-0.26,-0.3
56640,,,,1,Radial Velocity,1,3.67,1.04,,,,,,,,,,,,,,,,,
56647,-52.326,5.281,-0.756,0,None,0,0,0,-0.15,-3.08,-0.34,-0.32,-0.05,-0.08,0.03,0.02,-0.02,-0.12,-0.08,-0.1,-0.1,-0.25,-0.06,-0.14,-0.16
56664,-87.87,8.796,-72.719,0,None,0,0,0,-0.64,,,-0.4,-0.65,-0.47,-0.86,-0.64,-0.55,-0.39,-0.59,,-0.71,-0.89,,-0.73,-0.78
56727,-41.776,4.058,-101.936,0,None,0,0,0,0.07,,,,0.27,0.01,0.12,0.19,0.13,0.24,0.13,0.18,0.11,0.06,0.18,0.07,
56729,-58.609,5.683,52.696,0,None,0,0,0,0.02,,,,-0.05,0.08,-0.11,-0.04,0.02,0.11,0.07,0.09,-0.03,0.08,0.12,-0.09,
56731,-86.577,8.381,105.962,0,None,0,0,0,-0.26,-2.85,-0.09,-0.22,-0.02,0,0.13,0.14,-0.04,-0.04,-0.2,-0.32,-0.1,-0.26,-0.12,-0.11,0.66
56738,-40.535,3.906,-1.137,0,None,0,0,0,-0.07,,-0.19,,-0.21,-0.13,-0.21,-0.08,-0.11,,-0.1,-0.12,-0.14,,-0.2,-0.12,
56756,-113.15,10.813,17.767,0,None,0,0,0,0.2,-2.63,-0.08,0.02,0.38,0.24,0.3,0.32,0.22,0.2,0.16,0.14,0.22,0.24,0.28,0.24,0.19
56760,-28.657,2.736,-36.288,0,None,0,0,0,-0.03,,-0.32,0.27,-0.1,-0.07,-0.05,-0.03,-0.07,,,-0.01,0.01,,-0.09,-0.01,
56791,-61.281,5.744,-18.549,0,None,0,0,0,0.22,,0.35,,0.24,0.16,0.15,0.21,0.12,,0.21,0.21,0.2,,0.2,0.25,
56798,-88.479,8.272,-17.659,0,None,0,0,0,0.2,,0.26,0.26,0.29,0.25,0.24,0.13,0.17,0.34,0.18,0.18,0.22,0.17,0.24,0.2,0.34
56802,-26.09,2.436,-6.147,0,None,0,0,0,-0.18,,-0.05,0.09,-0.16,-0.08,-0.24,-0.14,-0.14,-0.07,-0.14,-0.22,-0.21,-0.46,-0.14,-0.22,-0.21
56809,-16.332,1.519,16.464,0,None,0,0,0,-0.12,-1.06,-0.14,-0.03,-0.22,-0.03,-0.18,-0.15,-0.04,0.13,-0.1,-0.14,-0.15,-0.31,0,-0.21,-0.13
56832,-34.205,3.141,3.645,0,None,0,0,0,0.19,,,0.33,0.02,,,0,0.09,0.43,0.13,0.03,0.08,-0.02,0.03,0.03,
56845,-74.525,6.756,-43.813,0,None,0,0,0,-0.31,,,-0.21,-0.45,-0.12,-0.24,-0.26,-0.22,-0.23,-0.21,-0.28,-0.36,-0.54,-0.21,-0.35,-0.33
56864,-93.076,8.347,-21.891,0,None,0,0,0,-0.12,-3.09,-0.19,-0.12,-0.12,0.02,0.04,-0.02,-0.1,-0.09,-0.08,-0.2,-0.14,-0.18,0,-0.11,-0.12
56876,-66.74,5.953,-47.324,0,None,0,0,0,0.36,,0.35,0.26,0.37,0.4,0.26,0.32,0.32,,0.22,,0.23,0.4,,0.36,
56884,-58.891,5.239,-5.156,0,None,0,0,0,-0.08,-2.07,-0.03,,-0.06,-0.05,-0.08,-0.07,-0.03,-0.1,-0.02,-0.07,-0.07,-0.19,-0.07,-0.09,
56907,-57.62,5.058,-5.021,0,None,0,0,0,0.32,,0.29,0.35,0.54,0.34,0.38,0.34,0.28,0.41,0.39,0.46,0.3,0.31,0.51,0.39,
56930,-44.737,3.86,7.524,0,None,0,0,0,-0.08,,,,-0.2,-0.14,-0.23,-0.16,-0.16,-0.18,-0.06,0.03,-0.21,-0.44,-0.27,-0.2,
56948,-21.189,1.81,55.426,0,None,0,0,0,0.06,-2.04,0.05,-0.03,-0.02,0.07,0.01,0,0.06,0.12,0.06,-0.02,0.04,-0.04,0.12,0.03,
56960,-42.546,3.608,-6.309,0,None,0,0,0,-0.06,-0.21,0.04,0.07,-0.21,-0.11,-0.29,-0.06,-0.07,,-0.03,-0.11,0.03,-0.32,-0.22,-0.12,0.1
56975,-67.552,5.677,26.502,0,None,0,0,0,0.07,-2.79,-0.2,-0.04,0.16,0.1,0.26,0.15,0.09,0.1,0.08,-0.03,0.09,0.07,0.17,0.05,0.1
56997,-7.892,0.654,5.382,0,None,0,0,0,0.01,-2.34,0,-0.06,-0.14,0.04,-0.1,-0.07,0.04,0.02,0.02,-0.07,0.01,-0.11,0,-0.09,0.06
56998,-9.098,0.754,-8.941,0,None,0,0,0,-0.51,,-0.4,,-0.32,-0.41,-0.31,-0.43,-0.37,0.13,-0.18,0.13,-0.48,-0.66,-0.32,-0.48,
57001,-37.867,3.123,-21.232,0,None,0,0,0,0.01,-2.11,0.21,-0.11,0.04,0.18,0.08,0.01,0.06,0.22,0.06,-0.11,0.01,-0.12,0.12,0,0.3
57017,-44.913,3.658,-22.632,0,None,0,0,0,-0.35,-0.78,-0.31,-0.15,-0.42,-0.33,-0.52,-0.37,-0.3,-0.18,-0.33,-0.29,-0.4,-0.6,-0.3,-0.43,-0.47
57029,-34.813,2.805,21.609,0,None,0,0,0,-0.64,,,-0.25,,-0.41,,-0.56,-0.43,-0.58,-0.46,,-0.72,-0.96,,-0.62,
57039,-38.741,3.105,-16.657,0,None,0,0,0,-0.42,,-0.58,,-0.04,-0.26,0.04,-0.42,-0.04,0.55,0.18,0.38,-0.23,-0.62,-0.19,-0.38,
57050,,,,1,Radial Velocity,2,0.298,0.34,,,,,,,,,,,,,,,,,
57051,-60.554,4.832,-7.119,0,None,0,0,0,-0.54,-1.23,-0.48,,-0.44,-0.46,-0.53,-0.5,-0.44,-0.53,-0.41,-0.55,-0.54,-0.8,-0.54,-0.56,
57079,-70.659,5.543,-26.21,0,None,0,0,0,0.09,,,,-0.09,-0.04,-0.02,-0.03,-0.01,,0.01,,-0.15,,,-0.1,
57080,-48.833,3.829,10.666,0,None,0,0,0,-0.42,-0.86,-0.12,-0.16,-0.42,-0.24,-0.52,-0.34,-0.35,,-0.45,-0.48,,-0.76,-0.4,-0.45,
57087,-8.709,0.678,4.395,1,Radial Velocity,1,0,0.45,0.12,,,,-0.01,0.32,,0.07,0.1,,0.31,0.15,0.11,0.12,,,
57090,-52.149,4.052,43.363,0,None,0,0,0,0.2,,0.16,0,0.01,0.14,0.08,0.15,0.17,,0.14,0.18,0.17,0.09,,0.18,0.21
57117,-94.186,7.174,90.55,0,None,0,0,0,-0.14,-1.08,0.13,0.22,-0.15,-0.05,-0.26,-0.02,-0.12,,-0.2,-0.31,,-0.42,-0.17,-0.19,
57137,-10.468,0.782,-55.588,0,None,0,0,0,0.1,,,,-0.12,0.06,-0.05,-0.09,-0.04,,0.01,,-0.08,,,-0.11,
57148,-44.256,3.247,-36.5,0,None,0,0,0,0.23,,0.16,0,0.02,0.14,0.08,0.16,0.25,,0.16,0.2,0.22,0.11,,0.22,0.26
57172,-15.868,1.144,-25.467,2,Radial Velocity,1,0.25,0.57,0.2,,0.28,0.11,0.32,0.25,0.27,0.18,0.21,0.4,0.31,0.49,0.28,0.27,0.31,0.23,0.34
57181,-51.384,3.69,-12.864,0,None,0,0,0,0.27,,0.15,,0.28,0.3,0.24,0.21,0.2,,0.33,0.39,0.28,,0.32,0.31,
57191,-122.364,8.761,109.388,0,None,0,0,0,-0.17,,,,,-0.04,-0.22,-0.03,-0.24,,-0.41,-0.47,-0.27,,,-0.25,-0.24
57214,-113.092,7.948,-13.272,0,None,0,0,0,0,-2.46,-0.31,-0.14,0.09,0.08,0.16,0.12,0.11,-0.02,0,-0.07,0.04,-0.13,-0.01,-0.03,0.09
57217,-27.703,1.944,-15.871,0,None,0,0,0,-0.07,,-0.06,-0.08,-0.18,-0.08,-0.18,-0.09,-0.03,0.26,-0.04,-0.08,-0.05,-0.28,0.03,-0.13,0.15
57221,-33.609,2.349,72.132,0,None,0,0,0,0.12,,0.14,0.1,-0.01,0.07,0.03,0.07,0.12,,0.08,0.05,0.09,-0.01,,0.13,0.14
57265,-129.678,8.73,62.095,0,None,0,0,0,-0.89,,-1.05,,-1.32,-0.86,,-0.87,-0.75,,-0.87,-1.2,-1.02,-1.33,,-1.14,
57271,-25.171,1.688,-14.497,0,None,0,0,0,0.05,,-0.03,-0.14,-0.08,-0.02,-0.11,0.01,0.02,,-0.01,0.02,0.01,-0.11,,0.02,0.03
57274,,,,1,Radial Velocity,3,0.0365,0.71,,,,,,,,,,,,,,,,,
57291,-20.432,1.353,-33.683,1,Radial Velocity,1,0.18,0.95,0.32,-2.55,0.32,0.21,0.32,0.35,0.34,0.31,0.3,0.4,0.34,0.3,0.3,0.26,0.42,0.36,0.28
57300,-61.086,4.011,31.742,0,None,0,0,0,-0.34,-0.86,-0.1,-0.11,-0.33,-0.31,-0.44,-0.23,-0.31,,-0.37,-0.37,,-0.6,-0.35,-0.34,
57321,-42.332,2.739,-36.547,0,None,0,0,0,-0.06,,0.01,,-0.02,-0.06,-0.08,-0.04,-0.02,-0.02,0.04,0.05,-0.05,-0.15,-0.04,-0.1,
57331,-47.741,3.069,-75.309,0,None,0,0,0,0.28,,0.22,0.22,0.12,0.31,0.18,0.28,0.24,,0.22,,0.16,0.23,,0.22,
57366,-96.071,6.027,-27.744,0,None,0,0,0,0.16,,0.06,0.04,0.12,0.26,0.11,0.15,0.27,,0.16,,0.15,0.16,,0.16,
57370,-29.089,1.817,1.436,1,Radial Velocity,1,0.49,0.92,0.11,,0.03,-0.05,-0.01,0.11,0.13,0.1,0.12,0.12,0.12,0.06,0.13,0.04,0.06,0.06,0.2
57399,-39.708,2.42,43.841,0,None,0,0,0,-0.38,-3.74,-0.47,-0.26,-0.29,-0.08,-0.1,-0.07,-0.35,-0.37,-0.31,-0.39,-0.34,-0.54,-0.28,-0.35,-0.55
57428,-325.094,19.325,81.947,1,Radial Velocity,1,5.9,1.9,-0.37,,0.15,0.06,-0.18,0.05,0,-0.08,-0.2,-0.31,-0.05,-0.14,-0.42,-0.46,-0.2,-0.29,
57433,-52.962,3.133,-24.713,0,None,0,0,0,-0.3,-0.85,-0.25,-0.05,-0.2,-0.18,-0.3,-0.23,-0.18,-0.12,-0.18,-0.31,-0.31,-0.54,-0.28,-0.31,
57443,-7.085,0.417,-6.062,2,Radial Velocity,1,0.05,0.85,-0.27,,-0.09,-0.07,-0.27,-0.16,-0.15,-0.19,-0.21,-0.11,-0.11,-0.24,-0.28,-0.48,-0.18,-0.29,-0.26
57467,,,,1,Radial Velocity,2,5.9,1.95,,,,,,,,,,,,,,,,,
57468,-71.832,4.137,-28.306,0,None,0,0,0,0.18,,0.33,0.14,0.38,0.32,-0.11,0.22,0.24,0.29,0.15,0.09,0.25,0.08,0.28,0.2,0.32
57477,-36.342,2.075,53.219,0,None,0,0,0,0.27,-3.16,0.22,0.23,0.45,0.52,0.43,0.45,-0.02,,0.24,0.39,0.35,0.58,0.63,0.29,0.23
57488,-35.176,1.995,15.481,0,None,0,0,0,0.03,,-0.04,0.17,-0.21,-0.02,-0.3,-0.02,0.12,,0,-0.08,0.08,-0.21,,-0.08,0.16
57507,-15.286,0.85,-8.942,0,None,0,0,0,-0.25,,-0.18,-0.16,-0.23,-0.14,-0.16,-0.21,-0.16,-0.18,-0.13,-0.21,-0.24,-0.32,-0.23,-0.26,-0.15
57532,-12.45,0.679,54.178,0,None,0,0,0,0.22,,,0.19,0.37,0.36,0.27,0.28,0.21,0.28,0.29,0.34,0.22,0.11,0.35,0.22,
57536,-111.254,6.062,-10.265,0,None,0,0,0,-0.02,,-0.15,-0.09,-0.26,-0.1,-0.23,-0.19,0.01,,-0.07,-0.07,-0.04,-0.21,,-0.06,0.2
57548,,,,1,Radial Velocity,1,0.0044,0.17,,,,,,,,,,,,,,,,,
57566,-134.024,7.027,-20.36,0,None,0,0,0,-0.18,,-0.19,,-0.29,-0.18,-0.22,-0.23,-0.16,-0.01,-0.18,-0.48,-0.33,-0.5,0.07,-0.22,-0.35
57570,-133.83,7.011,-20.334,0,None,0,0,0,-0.31,-0.62,-0.42,,-0.32,-0.27,,-0.27,-0.23,-0.12,-0.32,-0.43,-0.35,-0.62,,-0.29,-0.45
57572,-14.553,0.76,-32.908,0,None,0,0,0,0.08,,0.24,0.22,0.12,0.13,0.09,0.06,0.09,,0.15,0.2,0.14,,0.14,0.17,
57587,-43.197,2.19,-7.87,0,None,0,0,0,0.22,,0.16,0.17,0.28,0.16,0.08,0.24,0.25,,0.25,0.25,0.16,,0.18,0.25,0.28
57617,-64.688,3.148,22.077,0,None,0,0,0,-0.29,-0.9,-0.01,-0.01,-0.29,-0.26,-0.41,-0.17,-0.26,,-0.32,-0.47,,-0.58,-0.31,-0.32,
57629,-33.573,1.609,-0.187,0,None,0,0,0,0.26,-0.75,0.21,0.24,0.3,0.17,0.21,0.23,0.28,0.24,0.24,0.16,0.18,0.12,0.26,0.26,0.32
57688,-24.056,1.064,-22.423,0,None,0,0,0,-0.08,,-0.18,,-0.03,-0.2,-0.01,-0.11,0.01,0.28,0.23,0.42,0.01,-0.29,0,-0.09,
57735,-62.812,2.647,-1.374,1,Radial Velocity,1,0.35837,0.95,0.2,,0.23,,0.18,0.31,0.27,0.21,0.19,0.27,0.32,0.35,0.25,0.1,0.3,0.26,
57748,-146.262,6,139.688,0,None,0,0,0,-0.13,,0.29,,-0.02,0.18,,0.11,0.15,,-0.13,,0.01,,0.1,0.12,
57757,-10.986,0.446,0.339,0,None,0,0,0,0.17,-1.34,0.17,0.11,0.16,0.2,0.13,0.16,0.15,0.26,0.14,0.09,0.11,0,0.22,0.17,0.2
57759,-73.627,2.989,-48.112,0,None,0,0,0,0.05,,0.03,-0.03,-0.1,0.05,-0.1,0.1,0,,0.14,-0.04,0.05,-0.06,,0.08,-0.02
57791,-65.853,2.577,-6.152,0,None,0,0,0,-0.04,-2.88,-0.24,-0.11,-0.02,0.05,0.06,0.04,-0.03,0,-0.05,-0.09,-0.06,-0.2,0.02,-0.06,-0.11
57820,-64.005,2.41,101.086,2,Radial Velocity,1,0.96,1.68,0.18,,0.15,-0.04,0.08,0.18,0.24,0.3,0.19,0.09,0.18,0.1,0.15,0.35,0.16,0.24,0.36
57858,-84.257,2.957,13.097,0,None,0,0,0,0.2,,-0.05,-0.07,-0.03,0.08,0.04,-0.01,0.17,,0.11,0.08,0.18,0.15,,0.2,0.33
