f_preferred_name,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
HIP 19467 ,-0.32 ,,,,-0.33 ,,,-0.26 ,,,-0.18 ,,,,,-0.37 ,,62.5308491 ,-61.5989460 ,8.892 ,17.103 ,-35.649 ,40.53 ,thin ,F9Vm-1 ,7.15 ,0.551 ,13.20 ,-1.20 ,9.10 ,6070.0 ,4.28 ,1.12 ,1.26 ,
HIP 85007 ,-0.36 ,-0.85 ,-0.25 ,-0.20 ,-0.45 ,-0.32 ,-0.50 ,-0.38 ,-0.38 ,-0.22 ,-0.40 ,-0.44 ,-0.45 ,-0.65 ,-0.34 ,-0.42 ,-0.39 ,260.6151916 ,24.8794264 ,-4.402 ,-26.635 ,12.519 ,29.76 ,thin ,F8V ,6.88 ,0.526 ,39.10 ,15.60 ,2.60 ,6130.0 ,4.20 ,1.09 ,1.08 ,
HIP 117776 ,-0.53 ,-0.80 ,-0.40 ,-0.14 ,-0.53 ,-0.48 ,-0.59 ,-0.40 ,-0.43 ,-0.29 ,-0.44 ,-0.60 ,-0.54 ,-0.83 ,-0.49 ,-0.56 ,-0.58 ,358.2787223 ,2.3311142 ,92.928 ,-2.793 ,3.785 ,93.05 ,thin ,F5V ,8.07 ,0.519 ,-22.50 ,17.80 ,-10.60 ,6095.0 ,4.00 ,1.14 ,1.89 ,
HIP 117778 ,0.02 ,-3.46 ,-0.09 ,-0.11 ,0.01 ,0.19 ,0.07 ,0.04 ,0.07 ,0.01 ,0.04 ,0.02 ,0.06 ,0.04 ,0.13 ,0.07 ,0.05 ,358.2805362 ,25.9986953 ,83.017 ,-2.492 ,40.506 ,92.41 ,thin ,K1III ,7.51 ,0.968 ,-34.30 ,-14.30 ,-32.40 ,4891.0 ,3.31 ,,4.20 ,
2MASS 19285162+3832549 ,0.06 ,,0.04 ,0.10 ,-0.05 ,0.05 ,-0.05 ,0.02 ,0.07 ,,0.05 ,0.08 ,0.06 ,-0.06 ,,0.08 ,-0.03 ,292.2150790 ,38.5485836 ,123.144 ,-301.528 ,259.529 ,416.46 ,N/A ,,,,,,,5475.0 ,4.47 ,0.93 ,1.00 ,
HIP 52247 ,-0.42 ,,,-0.16 ,-0.47 ,-0.27 ,-0.38 ,-0.40 ,-0.35 ,-0.31 ,-0.39 ,-0.27 ,-0.44 ,-0.50 ,-0.29 ,-0.46 ,-0.40 ,160.1334338 ,-57.1806272 ,-45.633 ,16.489 ,-75.234 ,89.52 ,thin ,G5V ,8.01 ,0.800 ,-23.10 ,-48.80 ,-30.00 ,5262.0 ,3.65 ,,2.64 ,
HIP 85017 ,0.15 ,,0.19 ,0.15 ,0.18 ,0.19 ,0.20 ,0.16 ,0.14 ,0.21 ,0.23 ,0.24 ,0.15 ,0.11 ,0.25 ,0.18 ,0.18 ,260.6440242 ,-19.6161813 ,-5.052 ,-30.663 ,-11.076 ,32.99 ,thin ,G8.5V ,7.86 ,0.783 ,-78.40 ,-24.30 ,-25.30 ,5490.0 ,4.53 ,0.95 ,0.96 ,
2MASS 19595584+4442478 ,0.10 ,,0.06 ,0.18 ,-0.09 ,-0.18 ,-0.26 ,-0.02 ,0.22 ,,0.05 ,0.09 ,0.04 ,0.05 ,,-0.05 ,0.09 ,299.9826721 ,44.7132977 ,130.671 ,-226.487 ,258.875 ,367.95 ,N/A ,,,,,,,5195.0 ,4.51 ,0.89 ,0.87 ,
HIP 19483 ,0.07 ,-2.76 ,-0.22 ,-0.34 ,0.10 ,,,0.17 ,0.09 ,0.03 ,0.00 ,0.03 ,0.01 ,-0.13 ,0.03 ,-0.04 ,,62.5938328 ,-6.9238519 ,50.058 ,96.545 ,-13.206 ,109.55 ,thin ,G8III ,5.44 ,0.941 ,10.10 ,-2.60 ,4.20 ,5080.0 ,2.72 ,,11.46 ,
HIP 85019 ,0.06 ,,0.22 ,0.19 ,0.12 ,0.13 ,0.02 ,0.08 ,0.07 ,0.19 ,0.08 ,0.01 ,0.05 ,-0.14 ,0.06 ,0.03 ,0.40 ,260.6581287 ,-35.9105847 ,-4.895 ,-29.757 ,-21.839 ,37.23 ,thin ,F9V: ,6.42 ,0.541 ,-3.60 ,19.40 ,-1.70 ,6270.0 ,4.39 ,,,
HIP 19494 ,0.07 ,,,,0.03 ,0.05 ,0.09 ,0.04 ,0.12 ,0.33 ,0.11 ,0.04 ,0.09 ,-0.07 ,0.21 ,0.02 ,0.39 ,62.6443950 ,-26.6083987 ,34.429 ,66.546 ,-37.533 ,83.80 ,N/A ,G3V ,8.62 ,0.626 ,,,,5878.0 ,4.11 ,1.05 ,1.44 ,
HIP 52271 ,-0.11 ,,,,0.12 ,-0.18 ,0.11 ,-0.02 ,0.05 ,,0.12 ,,0.17 ,,,0.00 ,,160.2082186 ,-48.0251029 ,-181.232 ,65.218 ,-214.103 ,287.99 ,thin ,G8/K0pBa ,7.09 ,1.342 ,-51.70 ,-31.60 ,-25.30 ,5000.0 ,2.50 ,,21.44 ,
HIP 117809 ,-0.47 ,,,,0.20 ,-0.55 ,0.16 ,-0.59 ,,0.80 ,0.33 ,0.61 ,,-0.65 ,-0.15 ,-0.40 ,,358.3980830 ,12.1061790 ,39.809 ,-1.113 ,8.542 ,40.73 ,N/A ,K4V ,10.72 ,1.439 ,,,,4044.0 ,4.56 ,0.63 ,0.69 ,
HIP 85042 ,0.07 ,-2.72 ,0.03 ,-0.08 ,0.00 ,0.12 ,0.09 ,0.02 ,0.08 ,0.16 ,0.09 ,0.01 ,0.04 ,-0.07 ,0.10 ,0.06 ,0.07 ,260.7136988 ,-2.3881776 ,-3.162 ,-19.337 ,-0.817 ,19.61 ,thin ,G3V ,6.28 ,0.680 ,-27.10 ,-16.70 ,-19.80 ,5685.0 ,4.35 ,1.02 ,1.04 ,
2MASS 19492885+4325464 ,0.07 ,,-0.01 ,0.07 ,-0.09 ,0.03 ,-0.03 ,-0.01 ,0.09 ,,0.16 ,-0.02 ,0.04 ,-0.19 ,,0.06 ,0.13 ,297.3702341 ,43.4295643 ,101.943 ,-196.918 ,209.906 ,305.33 ,N/A ,,10.89 ,,,,,6244.0 ,4.15 ,1.17 ,1.77 ,
HIP 52276 ,-0.36 ,-1.04 ,-0.31 ,-0.12 ,-0.34 ,-0.27 ,-0.34 ,-0.29 ,-0.23 ,-0.20 ,-0.19 ,-0.28 ,-0.36 ,-0.64 ,-0.28 ,-0.34 ,,160.2335166 ,-13.1295282 ,-51.672 ,18.569 ,-12.807 ,56.38 ,thin ,F8V ,8.11 ,0.568 ,-3.00 ,13.00 ,-7.50 ,6041.0 ,4.37 ,1.11 ,1.14 ,
2MASS 19431714+4603109 ,0.26 ,,0.12 ,-0.03 ,0.42 ,0.26 ,0.13 ,0.21 ,0.24 ,,0.24 ,0.22 ,0.22 ,0.24 ,,0.30 ,0.09 ,295.8214584 ,46.0530613 ,137.737 ,-284.651 ,328.067 ,455.66 ,N/A ,,,,,,,4780.0 ,4.45 ,0.81 ,0.86 ,
HIP 52279 ,-0.22 ,,0.38 ,0.20 ,-0.20 ,-0.25 ,-0.30 ,-0.27 ,-0.17 ,0.13 ,-0.21 ,-0.25 ,-0.26 ,-0.21 ,-0.11 ,-0.21 ,0.26 ,160.2404458 ,-12.1956182 ,-117.187 ,42.097 ,-26.912 ,127.39 ,thin ,F7IV ,9.15 ,0.503 ,-37.70 ,20.00 ,15.50 ,6410.0 ,,,,
HIP 52290 ,-0.22 ,,,,-0.23 ,-0.08 ,-0.40 ,-0.20 ,-0.11 ,-0.09 ,-0.07 ,-0.13 ,-0.16 ,-0.33 ,-0.10 ,-0.14 ,-0.27 ,160.2641611 ,73.7716013 ,-19.057 ,6.837 ,69.560 ,72.45 ,thin ,F5 ,7.68 ,0.480 ,-38.10 ,-33.40 ,-7.70 ,6522.0 ,4.25 ,1.31 ,1.54 ,
HIP 117829 ,-0.36 ,-3.11 ,0.14 ,0.01 ,-0.24 ,-0.16 ,-0.34 ,-0.20 ,-0.18 ,0.07 ,-0.34 ,-0.53 ,-0.46 ,,-0.20 ,-0.31 ,,358.4578992 ,-49.9994372 ,140.901 ,-3.793 ,-167.977 ,219.28 ,N/A ,G6PBA ,8.62 ,0.905 ,,,,5160.8 ,,,5.34 ,
2MASS 19175659+5056389 ,-0.10 ,,-0.07 ,0.00 ,-0.28 ,-0.13 ,-0.38 ,-0.18 ,-0.08 ,,-0.10 ,-0.18 ,-0.10 ,-0.40 ,,-0.15 ,-0.17 ,289.4858259 ,50.9441753 ,164.865 ,-465.931 ,609.120 ,784.41 ,N/A ,,,,,,,5968.0 ,4.19 ,1.14 ,1.42 ,
HIP 85068 ,-0.04 ,,,,0.14 ,-0.04 ,-0.01 ,0.06 ,0.02 ,0.01 ,0.00 ,0.02 ,-0.01 ,0.18 ,-0.02 ,-0.06 ,,260.7796735 ,-56.5255490 ,-9.039 ,-55.682 ,-85.311 ,102.28 ,thin ,G8/K0III ,5.76 ,0.994 ,-3.80 ,6.60 ,-1.60 ,4883.0 ,2.70 ,,10.97 ,
2MASS 23463997+3109213 ,0.26 ,,0.23 ,0.27 ,0.12 ,0.24 ,0.10 ,0.23 ,0.23 ,,0.20 ,0.04 ,0.20 ,0.11 ,0.31 ,0.24 ,,356.6665614 ,31.1559373 ,392.814 ,-22.880 ,237.886 ,459.80 ,N/A ,,,,,,,6061.7 ,4.12 ,1.08 ,1.14 ,
HIP 52316 ,0.04 ,,0.00 ,-0.06 ,0.06 ,0.10 ,0.10 ,0.07 ,0.09 ,0.10 ,0.09 ,0.18 ,0.05 ,0.05 ,0.16 ,0.05 ,-0.17 ,160.3507747 ,-1.7414920 ,-35.450 ,12.658 ,-1.144 ,37.66 ,thin ,G9IV ,6.25 ,0.880 ,-19.60 ,-48.30 ,9.90 ,5219.0 ,3.80 ,,2.67 ,
HIP 19554 ,0.07 ,-0.18 ,,0.02 ,-0.05 ,0.11 ,0.17 ,0.07 ,0.15 ,0.02 ,0.17 ,0.22 ,0.06 ,0.07 ,0.05 ,-0.02 ,0.18 ,62.8345093 ,5.5230522 ,17.052 ,33.228 ,3.611 ,37.52 ,thin ,F3V ,5.70 ,0.360 ,-41.80 ,-19.70 ,-2.00 ,7000.0 ,4.00 ,1.50 ,1.68 ,
HIP 85090 ,0.07 ,,0.27 ,0.39 ,0.15 ,0.19 ,0.15 ,0.30 ,0.08 ,,0.04 ,-0.02 ,,-0.06 ,0.11 ,0.14 ,,260.8626062 ,-3.1220937 ,-15.831 ,-98.426 ,-5.438 ,99.84 ,thin ,F7V ,7.79 ,0.605 ,-20.70 ,-18.70 ,-2.60 ,6179.0 ,3.75 ,1.12 ,2.33 ,
HIP 52325 ,-0.05 ,-2.62 ,,0.03 ,-0.13 ,0.04 ,-0.05 ,-0.02 ,-0.01 ,0.15 ,-0.03 ,-0.05 ,-0.03 ,-0.11 ,0.09 ,-0.03 ,-0.08 ,160.3766630 ,-27.0776721 ,-61.327 ,21.866 ,-33.286 ,73.12 ,thin ,G6V ,9.62 ,0.703 ,-66.10 ,-56.50 ,6.70 ,5668.0 ,4.39 ,0.98 ,1.13 ,
2MASS 19172334+4412307 ,-0.11 ,,-0.10 ,-0.09 ,-0.43 ,-0.15 ,-0.45 ,-0.12 ,-0.11 ,,0.00 ,0.08 ,-0.12 ,-0.41 ,,-0.17 ,-0.22 ,289.3472940 ,44.2085303 ,54.548 ,-155.353 ,160.164 ,229.70 ,N/A ,,10.51 ,,,,,6239.0 ,4.24 ,1.19 ,1.36 ,
HIP 85103 ,-0.27 ,,,,-0.49 ,-0.29 ,-0.40 ,-0.30 ,-0.30 ,-0.16 ,-0.32 ,-0.29 ,-0.43 ,-0.67 ,-0.31 ,-0.37 ,-0.42 ,260.8938232 ,76.0550504 ,-14.219 ,-88.711 ,361.822 ,372.81 ,thin ,K0 ,7.22 ,1.438 ,64.60 ,-38.60 ,16.30 ,4468.8 ,,,34.97 ,
HIP 85108 ,-0.14 ,,-0.20 ,-0.16 ,0.02 ,-0.07 ,-0.15 ,-0.13 ,-0.08 ,0.07 ,-0.11 ,-0.07 ,-0.07 ,-0.33 ,-0.09 ,-0.11 ,-0.11 ,260.9070872 ,60.9985446 ,-16.658 ,-104.083 ,190.148 ,217.41 ,thin ,K0 ,7.15 ,1.244 ,-25.80 ,-4.80 ,8.80 ,4388.0 ,2.23 ,,15.90 ,
HIP 117877 ,0.44 ,,0.39 ,0.37 ,0.47 ,0.37 ,0.43 ,0.42 ,0.44 ,,0.40 ,0.40 ,0.44 ,0.44 ,,0.51 ,0.41 ,358.6515372 ,5.0566027 ,111.095 ,-2.615 ,9.833 ,111.56 ,N/A ,G3V ,8.22 ,0.725 ,,,,5794.0 ,4.09 ,,1.68 ,
HIP 117878 ,0.24 ,,0.28 ,0.02 ,0.30 ,0.22 ,0.16 ,0.29 ,0.13 ,,0.27 ,0.21 ,0.23 ,,0.26 ,0.31 ,,358.6527959 ,-60.3493466 ,47.419 ,-1.115 ,-83.324 ,95.88 ,thin ,G3V ,8.92 ,0.628 ,-45.90 ,-34.60 ,-13.10 ,6052.0 ,4.23 ,1.10 ,1.34 ,
HIP 117880 ,0.21 ,,0.12 ,-0.02 ,0.11 ,0.17 ,0.16 ,0.15 ,0.22 ,0.35 ,0.15 ,0.04 ,0.07 ,0.08 ,0.20 ,0.17 ,0.17 ,358.6609214 ,-40.3000616 ,21.611 ,-0.505 ,-18.333 ,28.34 ,thin ,F9-V ,6.03 ,0.572 ,-46.40 ,-16.50 ,-2.70 ,6236.0 ,4.46 ,1.15 ,1.44 ,
HIP 117883 ,0.12 ,,0.23 ,0.15 ,0.18 ,0.30 ,0.20 ,0.22 ,0.22 ,,0.19 ,0.23 ,0.21 ,0.22 ,,0.30 ,0.09 ,358.6675305 ,-37.6279234 ,64.012 ,-1.489 ,-49.359 ,80.85 ,N/A ,G8 ,9.79 ,0.815 ,,,,5329.0 ,4.42 ,0.93 ,0.98 ,
HIP 52353 ,0.12 ,-3.26 ,0.05 ,0.00 ,0.38 ,0.44 ,0.38 ,0.45 ,0.20 ,0.12 ,0.21 ,0.28 ,0.27 ,0.19 ,0.30 ,0.32 ,0.15 ,160.4858119 ,65.7162809 ,-26.792 ,9.495 ,63.001 ,69.12 ,thin ,K2III ,5.12 ,1.207 ,-36.50 ,-42.30 ,-25.40 ,4490.0 ,2.71 ,,11.57 ,
HIP 117895 ,-0.18 ,,-0.17 ,,-0.14 ,-0.21 ,-0.16 ,-0.20 ,-0.12 ,-0.15 ,-0.07 ,0.00 ,-0.17 ,-0.33 ,-0.18 ,-0.21 ,,358.7087023 ,-47.8079267 ,33.299 ,-0.751 ,-36.744 ,49.59 ,thin ,K0V ,9.44 ,0.825 ,-5.80 ,8.60 ,-13.90 ,5265.0 ,4.62 ,0.89 ,0.76 ,
HIP 117902 ,0.18 ,,0.19 ,0.26 ,0.14 ,0.27 ,0.24 ,0.21 ,0.17 ,0.29 ,0.24 ,0.20 ,0.18 ,0.07 ,0.28 ,0.20 ,0.15 ,358.7209767 ,-0.2859828 ,55.162 ,-1.232 ,-0.275 ,55.18 ,thin ,G8IV(+G) ,8.35 ,0.734 ,-20.80 ,-60.30 ,-1.40 ,5591.0 ,4.27 ,0.99 ,1.18 ,
2MASS 20242972+1645437 ,0.22 ,,0.15 ,0.12 ,0.03 ,0.15 ,0.09 ,0.16 ,0.26 ,,0.23 ,0.33 ,0.24 ,0.08 ,,0.20 ,0.25 ,306.1238477 ,16.7621699 ,203.321 ,-278.579 ,103.879 ,360.19 ,N/A ,,11.94 ,,,,,5924.0 ,4.28 ,1.08 ,1.15 ,
HIP 19601 ,0.15 ,-2.76 ,-0.12 ,0.04 ,0.22 ,0.30 ,0.20 ,0.22 ,0.16 ,0.16 ,0.12 ,0.01 ,0.18 ,0.10 ,0.19 ,0.14 ,0.23 ,63.0011322 ,-17.2747328 ,51.214 ,100.518 ,-35.083 ,118.14 ,N/A ,K0III ,6.40 ,0.968 ,,,,4898.0 ,2.83 ,,8.35 ,
HIP 52369 ,-0.09 ,-1.38 ,-0.12 ,-0.15 ,-0.19 ,-0.04 ,-0.14 ,-0.11 ,-0.04 ,-0.04 ,-0.06 ,-0.14 ,-0.10 ,-0.24 ,-0.10 ,-0.12 ,-0.06 ,160.5555037 ,-13.7877142 ,-21.825 ,7.705 ,-5.680 ,23.83 ,thin ,G1.5V ,6.77 ,0.622 ,34.70 ,9.30 ,-10.50 ,5844.0 ,4.48 ,1.04 ,0.97 ,
HIP 85149 ,-0.20 ,-1.62 ,-0.24 ,0.13 ,-0.15 ,-0.14 ,-0.12 ,-0.24 ,-0.28 ,-0.06 ,0.00 ,0.01 ,0.04 ,-0.24 ,0.04 ,-0.20 ,0.02 ,261.0093970 ,38.5827840 ,-21.195 ,-133.960 ,108.202 ,173.50 ,thin ,F8IV ,6.54 ,0.716 ,-37.30 ,-11.70 ,-1.50 ,5461.0 ,3.18 ,,,
HIP 19614 ,-0.16 ,,-0.37 ,-0.27 ,-0.34 ,-0.22 ,-0.30 ,-0.38 ,-0.17 ,,-0.20 ,-0.27 ,-0.21 ,-0.28 ,,-0.16 ,0.05 ,63.0466543 ,-13.6371752 ,72.866 ,143.295 ,-39.002 ,165.42 ,thin ,G8III/IV ,7.99 ,0.930 ,-15.00 ,-42.30 ,24.40 ,4902.0 ,3.03 ,,6.29 ,
HIP 85158 ,-0.06 ,-0.92 ,-0.02 ,-0.06 ,-0.06 ,-0.04 ,-0.11 ,-0.05 ,-0.01 ,0.01 ,-0.05 ,-0.20 ,-0.07 ,-0.20 ,-0.07 ,-0.10 ,-0.01 ,261.0364141 ,-34.7984559 ,-4.225 ,-26.785 ,-18.845 ,33.02 ,thin ,F9.5V ,6.92 ,0.588 ,-26.90 ,-19.90 ,-16.00 ,6182.0 ,4.38 ,1.09 ,1.19 ,
HIP 85160 ,0.06 ,,,,0.11 ,0.06 ,0.07 ,0.09 ,0.09 ,,0.01 ,-0.08 ,0.02 ,,0.07 ,-0.03 ,,261.0463576 ,36.9228575 ,-22.206 ,-140.943 ,107.218 ,178.48 ,thin ,K0 ,7.20 ,0.976 ,-26.30 ,-21.70 ,-4.30 ,5038.9 ,,,9.08 ,
2MASS 19250107+3644370 ,0.01 ,,-0.15 ,-0.29 ,-0.19 ,-0.07 ,-0.08 ,0.02 ,0.04 ,,-0.01 ,0.02 ,-0.04 ,-0.16 ,,-0.04 ,-0.18 ,291.2544647 ,36.7435814 ,49.088 ,-126.201 ,101.093 ,168.99 ,N/A ,,,,,,,4950.0 ,4.58 ,0.78 ,0.72 ,
2MASS 19490839+4912448 ,0.00 ,,-0.13 ,-0.28 ,-0.16 ,-0.07 ,-0.14 ,0.00 ,0.05 ,,-0.03 ,0.01 ,-0.01 ,-0.13 ,,0.00 ,-0.07 ,297.2850124 ,49.2124407 ,100.668 ,-195.165 ,254.519 ,336.16 ,N/A ,,,,,,,4875.0 ,4.42 ,0.81 ,0.74 ,
HIP 19631 ,-0.40 ,-1.35 ,-0.02 ,-0.04 ,-0.40 ,-0.27 ,-0.41 ,-0.23 ,-0.31 ,,-0.38 ,-0.49 ,,-0.70 ,-0.39 ,-0.42 ,,63.0955833 ,37.7120930 ,25.272 ,49.805 ,43.184 ,70.60 ,thick ,G0 ,8.15 ,0.617 ,49.00 ,-22.90 ,64.70 ,5888.0 ,4.05 ,1.06 ,1.45 ,
2MASS 19403652+4935153 ,-0.04 ,,-0.44 ,0.11 ,-0.29 ,-0.09 ,0.02 ,0.00 ,0.10 ,,-0.07 ,-0.36 ,-0.02 ,-0.42 ,,-0.18 ,0.07 ,295.1521244 ,49.5876348 ,291.214 ,-620.205 ,804.722 ,1056.90 ,N/A ,,,,,,,6539.0 ,4.09 ,,,
HIP 19633 ,0.32 ,-1.58 ,0.35 ,0.30 ,0.44 ,0.37 ,0.38 ,0.35 ,0.31 ,0.43 ,0.40 ,0.45 ,0.33 ,0.28 ,0.47 ,0.39 ,,63.0987709 ,-31.5811008 ,20.821 ,41.037 ,-28.289 ,54.02 ,thin ,G5IV ,7.44 ,0.735 ,-4.80 ,-57.60 ,7.20 ,5718.0 ,4.17 ,1.01 ,1.71 ,
HIP 85170 ,-0.20 ,,-0.41 ,-0.17 ,-0.46 ,-0.28 ,-0.41 ,-0.30 ,-0.21 ,-0.18 ,-0.30 ,-0.26 ,-0.31 ,-0.56 ,-0.26 ,-0.33 ,-0.28 ,261.0818706 ,72.9357709 ,-13.802 ,-87.954 ,290.043 ,303.40 ,thin ,K0 ,7.84 ,0.988 ,-8.10 ,-18.80 ,-20.10 ,4824.3 ,,,12.16 ,
HIP 117938 ,0.11 ,,,,0.23 ,0.19 ,0.18 ,0.16 ,0.01 ,,0.00 ,-0.09 ,0.08 ,,0.17 ,0.07 ,,358.8444013 ,32.8920197 ,253.587 ,-5.115 ,164.036 ,302.06 ,thin ,K0 ,7.38 ,1.307 ,20.50 ,0.50 ,-4.20 ,4768.4 ,,,21.54 ,
2MASS 19563851+4108374 ,0.04 ,,-0.05 ,0.03 ,-0.21 ,0.02 ,-0.09 ,-0.02 ,0.11 ,,0.10 ,-0.05 ,0.02 ,-0.29 ,,0.03 ,0.07 ,299.1604769 ,41.1437302 ,94.945 ,-170.160 ,170.247 ,258.75 ,N/A ,,10.79 ,,,,,6065.0 ,4.14 ,1.27 ,2.17 ,
HIP 19641 ,0.11 ,-2.88 ,-0.12 ,0.04 ,0.14 ,0.16 ,0.17 ,0.19 ,0.08 ,0.09 ,0.09 ,-0.03 ,0.07 ,0.12 ,0.15 ,0.09 ,0.18 ,63.1306447 ,17.2774601 ,50.161 ,99.004 ,34.521 ,116.23 ,thin ,K0III ,6.09 ,1.081 ,-29.50 ,-21.80 ,0.30 ,4788.0 ,2.69 ,,16.01 ,
HIP 52409 ,0.31 ,-2.06 ,0.29 ,0.14 ,0.33 ,0.33 ,0.32 ,0.29 ,0.29 ,0.44 ,0.33 ,0.28 ,0.28 ,0.30 ,0.44 ,0.36 ,0.39 ,160.7021992 ,-2.1837570 ,-32.527 ,11.389 ,-1.314 ,34.49 ,thin ,G6V ,7.30 ,0.694 ,17.50 ,-24.70 ,-22.50 ,5845.0 ,4.43 ,1.06 ,1.05 ,
HIP 117946 ,0.03 ,,0.08 ,-0.02 ,-0.15 ,-0.06 ,-0.12 ,0.10 ,0.09 ,,-0.02 ,0.01 ,0.00 ,-0.13 ,,-0.02 ,0.01 ,358.8608273 ,22.1932829 ,23.612 ,-0.470 ,9.634 ,25.51 ,thin ,K3V ,8.77 ,1.020 ,-13.00 ,-28.30 ,-11.00 ,4790.0 ,4.52 ,0.77 ,0.71 ,
HIP 117953 ,-0.06 ,,-0.01 ,0.07 ,-0.10 ,-0.03 ,-0.08 ,-0.01 ,-0.06 ,,0.03 ,-0.01 ,-0.10 ,-0.29 ,,-0.06 ,-0.08 ,358.8850797 ,3.5014447 ,30.474 ,-0.593 ,1.865 ,30.54 ,thin ,G6V ,7.72 ,0.751 ,45.40 ,-8.90 ,-27.40 ,5496.0 ,4.58 ,0.96 ,0.93 ,
HIP 117954 ,0.10 ,,,,0.22 ,0.16 ,0.18 ,0.12 ,0.03 ,,0.04 ,-0.03 ,0.07 ,,0.19 ,0.07 ,,358.8859269 ,52.7355813 ,81.617 ,-1.587 ,107.296 ,134.82 ,thin ,K2III ,6.61 ,1.202 ,-38.20 ,-17.30 ,3.00 ,4618.7 ,,,12.16 ,
HIP 117958 ,0.07 ,,-0.19 ,,-0.06 ,-0.04 ,-0.11 ,0.05 ,0.03 ,,0.13 ,,0.12 ,,0.13 ,,,358.8957001 ,-20.9531663 ,36.812 ,-0.710 ,-14.099 ,39.43 ,thin ,G1V ,7.91 ,0.640 ,-0.70 ,6.10 ,-14.50 ,5920.0 ,,,,
HIP 117960 ,0.20 ,,,,0.18 ,0.21 ,0.12 ,0.13 ,0.12 ,0.15 ,0.18 ,0.35 ,0.15 ,-0.02 ,0.16 ,0.10 ,,358.9001452 ,0.6958517 ,60.254 ,-1.157 ,0.732 ,60.27 ,N/A ,K1IV ,9.23 ,0.861 ,,,,5285.0 ,4.35 ,,0.84 ,
HIP 117961 ,0.08 ,,,-0.06 ,-0.12 ,0.11 ,0.04 ,0.03 ,0.08 ,0.13 ,0.00 ,-0.04 ,0.01 ,-0.08 ,0.10 ,0.00 ,-0.10 ,358.9063120 ,-51.3742595 ,55.505 ,-1.060 ,-69.478 ,88.93 ,thin ,G5V ,8.51 ,0.697 ,-39.90 ,-73.60 ,-26.60 ,5705.0 ,3.96 ,1.00 ,1.73 ,
HIP 19658 ,0.15 ,,0.01 ,0.36 ,-0.04 ,0.03 ,-0.22 ,0.11 ,0.20 ,,0.14 ,-0.01 ,0.19 ,,0.09 ,0.13 ,,63.1822569 ,-47.5657095 ,18.456 ,36.509 ,-44.748 ,60.63 ,N/A ,G3V ,8.73 ,0.663 ,,,,5715.9 ,4.45 ,1.04 ,1.00 ,
HIP 85196 ,-0.04 ,-1.88 ,0.02 ,0.02 ,-0.16 ,0.06 ,0.06 ,0.03 ,-0.03 ,0.17 ,0.13 ,0.02 ,-0.05 ,-0.21 ,0.08 ,0.02 ,-0.14 ,261.1548808 ,50.6857518 ,-5.306 ,-34.097 ,42.138 ,54.46 ,thin ,G5 ,7.57 ,0.700 ,25.50 ,-17.50 ,16.50 ,5580.0 ,4.09 ,0.99 ,1.67 ,
2MASS 19402457+4034206 ,-0.25 ,,-0.18 ,-0.27 ,-0.42 ,-0.18 ,-0.23 ,-0.19 ,-0.23 ,,-0.18 ,-0.13 ,-0.25 ,-0.47 ,,-0.22 ,-0.26 ,295.1024082 ,40.5723810 ,170.899 ,-364.791 ,344.937 ,530.34 ,N/A ,,14.28 ,,,,,5506.0 ,4.57 ,0.96 ,0.86 ,
HIP 85204 ,0.05 ,,,,,0.14 ,0.11 ,0.47 ,0.12 ,,-0.09 ,-0.10 ,0.10 ,,,0.12 ,-0.03 ,261.1636500 ,32.6703789 ,-22.598 ,-145.364 ,94.335 ,174.76 ,thin ,K0III ,6.68 ,0.961 ,-27.70 ,-20.60 ,-15.90 ,4973.0 ,2.71 ,,10.45 ,
HIP 85207 ,0.11 ,-2.06 ,-0.19 ,-0.09 ,0.32 ,0.15 ,0.12 ,0.16 ,0.15 ,0.07 ,0.09 ,-0.02 ,0.12 ,0.09 ,0.14 ,0.07 ,0.15 ,261.1751180 ,-21.4414828 ,-14.573 ,-93.865 ,-37.305 ,102.05 ,thin ,K0III ,5.83 ,0.939 ,-54.20 ,-17.20 ,-8.60 ,5090.0 ,2.96 ,,8.90 ,
2MASS 19113746+4656159 ,0.26 ,,0.13 ,0.04 ,0.12 ,0.15 ,0.21 ,0.23 ,0.29 ,,0.23 ,0.25 ,0.26 ,0.18 ,,0.27 ,0.21 ,287.9060840 ,46.9377522 ,159.820 ,-494.631 ,556.215 ,761.30 ,N/A ,,,,,,,5315.0 ,4.55 ,0.87 ,0.85 ,
HIP 19679 ,-0.50 ,,,,-0.24 ,-0.24 ,-0.22 ,-0.43 ,-0.28 ,-0.42 ,-0.35 ,-0.45 ,,-0.68 ,,-0.48 ,,63.2435127 ,32.5327265 ,126.969 ,251.831 ,179.899 ,334.52 ,N/A ,K0 ,6.68 ,1.704 ,,,,3810.0 ,0.52 ,,72.65 ,
