HIP,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk,Exo,Multi,discoverymethod,MaxPMass,StarMass
32831,0.34,,,,0.29,0.17,0.11,0.2,0.33,,0.26,,0.23,,,0.26,,-77.499,344.947,35.057,N/A ,0.0,0.0,None,0.0,0.0
32851,-0.4,,-0.24,-0.22,-0.34,-0.25,-0.37,-0.34,-0.34,-0.34,-0.25,-0.32,-0.57,-0.66,-0.45,-0.42,-0.22,-6.558,29.084,-0.281,thin ,0.0,0.0,None,0.0,0.0
32868,0.11,,0.06,0.02,0.07,0.08,0.03,0.11,0.06,,0.09,0.03,0.08,,0.09,0.13,,-14.74,65.176,-21.524,thin ,0.0,0.0,None,0.0,0.0
32874,-0.03,,-0.02,0.02,-0.1,-0.02,-0.1,-0.04,-0.01,,0.01,0.0,-0.03,-0.22,,-0.05,-0.04,-6.829,30.176,14.93,thin ,0.0,0.0,None,0.0,0.0
32892,0.28,,0.39,0.19,0.26,0.22,0.2,0.23,0.27,,0.2,0.22,0.24,0.23,,0.32,0.26,-18.092,79.635,69.736,thin ,0.0,0.0,None,0.0,0.0
32916,0.35,-2.89,0.23,0.09,0.31,0.31,0.3,0.27,0.32,0.42,0.31,0.26,0.31,0.32,0.38,0.31,0.26,-7.215,31.559,28.011,thin ,1.0,1.0,Radial Velocity,0.105,1.06
32955,-0.66,-0.91,,-0.34,-0.67,-0.5,-0.63,-0.6,-0.54,-0.56,-0.55,-0.59,-0.76,-0.95,,-0.73,,-10.682,46.407,42.245,thin ,0.0,0.0,None,0.0,0.0
32970,0.35,-0.66,0.38,0.2,0.46,0.35,0.32,0.34,0.32,0.36,0.3,0.22,0.27,0.33,0.27,0.39,0.28,-8.636,37.38,-25.795,thin ,1.0,2.0,Radial Velocity,1.346,1.25
32971,-0.03,,-0.12,,-0.14,-0.1,-0.19,-0.06,-0.04,,-0.04,-0.16,-0.06,,-0.21,-0.11,,-10.423,45.112,-9.172,thin ,0.0,0.0,None,0.0,0.0
32984,0.0,,0.64,0.09,0.02,-0.12,0.01,0.0,-0.03,0.21,0.15,0.2,0.04,-0.02,0.1,0.02,0.32,-1.971,8.485,-0.789,thin ,0.0,0.0,None,0.0,0.0
32990,0.16,-2.33,-0.2,-0.1,0.4,0.26,0.24,0.31,0.26,0.16,0.16,0.1,0.22,0.13,0.14,0.13,0.16,-35.405,152.2,-14.541,thin ,0.0,0.0,None,0.0,0.0
32993,0.18,,,,0.32,0.34,0.15,0.19,0.27,0.8,0.25,0.3,0.23,0.07,0.43,0.19,0.44,-22.127,95.058,13.536,N/A ,0.0,0.0,None,0.0,0.0
32994,0.33,,0.29,0.26,0.28,0.32,0.31,0.29,0.26,0.38,0.27,0.26,0.3,0.27,0.28,0.29,0.33,-13.907,59.742,-47.667,N/A ,0.0,0.0,None,0.0,0.0
33037,-0.2,,-0.03,0.11,-0.16,-0.05,0.0,-0.14,-0.06,0.23,0.04,0.39,-0.13,-0.34,-0.07,-0.2,-0.2,-6.425,27.291,-11.963,thin ,0.0,0.0,None,0.0,0.0
33061,0.48,,0.32,,,0.4,0.46,0.45,0.42,,0.49,0.51,0.49,,,,,-15.323,64.804,-66.425,N/A ,0.0,0.0,None,0.0,0.0
33072,0.13,-0.38,0.15,0.08,0.13,0.07,0.02,0.13,0.19,0.23,0.18,0.12,0.14,0.0,0.11,0.12,,-3.357,14.179,-53.354,thin ,0.0,0.0,None,0.0,0.0
33086,0.17,,-0.14,-0.14,-0.05,0.04,-0.02,-0.11,0.14,,0.07,0.03,0.13,0.13,,0.16,0.36,-42.169,177.568,72.696,thin ,0.0,0.0,None,0.0,0.0
33109,0.02,,0.08,0.04,-0.06,0.01,-0.15,0.0,0.05,,0.03,0.0,0.03,-0.13,,0.0,0.07,-8.895,37.231,-6.416,thin ,0.0,0.0,None,0.0,0.0
33139,0.41,,,,0.41,0.24,0.31,0.36,0.14,,0.23,,0.2,,,0.26,,-8.169,34.001,-42.589,thin ,0.0,0.0,None,0.0,0.0
33212,0.02,-0.81,0.05,-0.02,-0.08,0.02,-0.05,-0.02,0.04,0.11,0.02,-0.07,-0.04,-0.19,0.02,-0.06,0.09,-6.69,27.489,12.742,thin ,1.0,1.0,Radial Velocity,5.85,1.1
33220,-0.6,,,-0.3,-0.62,-0.31,-0.71,-0.48,-0.49,-0.27,-0.47,,-0.69,-0.81,,-0.67,-0.75,-24.192,99.254,-61.725,thin ,0.0,0.0,None,0.0,0.0
33226,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Radial Velocity,0.01259,0.36
33229,-0.04,,0.02,0.05,-0.08,0.06,0.07,0.0,0.05,0.05,0.09,0.09,-0.02,-0.17,0.04,-0.04,-0.04,-4.706,19.283,-28.622,thin ,1.0,2.0,Radial Velocity,0.0402,0.8
33243,0.14,-1.99,-0.29,-0.2,0.94,0.34,0.47,0.35,0.21,0.08,0.19,0.12,0.36,0.0,0.13,0.17,0.38,-62.753,256.54,-12.933,thin ,0.0,0.0,None,0.0,0.0
33253,-0.26,,,,-0.12,-0.05,0.01,-0.02,-0.06,,-0.27,,-0.32,,,-0.16,,-54.284,221.347,18.432,N/A ,0.0,0.0,None,0.0,0.0
33271,-0.02,-2.33,-0.19,-0.07,0.27,0.2,0.22,0.2,0.25,0.11,0.1,0.04,0.17,0.06,0.12,0.1,0.2,-19.139,77.843,82.507,thin ,0.0,0.0,None,0.0,0.0
33275,0.0,,,,-0.02,0.13,-0.04,-0.03,0.07,0.46,0.09,-0.01,0.05,-0.21,0.17,-0.05,0.27,-12.456,50.624,5.397,thin ,0.0,0.0,None,0.0,0.0
33277,-0.06,-1.33,-0.1,-0.04,-0.16,0.03,-0.05,-0.12,-0.01,0.1,-0.03,-0.17,-0.16,-0.28,0.0,-0.15,0.04,-3.719,15.109,7.381,thin ,0.0,0.0,None,0.0,0.0
33382,0.04,-2.77,0.14,0.04,-0.01,0.02,-0.05,0.09,-0.04,0.21,-0.01,-0.08,-0.02,-0.23,-0.03,-0.02,0.06,-7.67,30.44,0.637,thin ,0.0,0.0,None,0.0,0.0
33392,-0.03,,-0.14,,0.11,0.04,0.14,-0.06,0.02,0.27,0.17,0.41,-0.02,-0.23,0.06,-0.05,,-6.387,25.274,-46.429,N/A ,0.0,0.0,None,0.0,0.0
33415,0.04,-3.13,-0.14,-0.01,0.21,0.26,0.33,0.27,0.22,0.15,0.18,0.18,0.21,0.14,0.18,0.18,0.07,-16.847,66.417,72.725,thin ,0.0,0.0,None,0.0,0.0
33421,-0.02,-1.92,-0.36,-0.27,0.25,0.11,0.05,0.09,0.09,-0.05,-0.01,-0.08,0.07,-0.16,0.03,-0.03,0.1,-25.895,101.945,70.098,thin ,0.0,0.0,None,0.0,0.0
33449,0.08,-2.33,-0.06,0.08,0.51,0.42,0.36,0.32,0.37,0.32,0.37,0.52,0.42,0.23,0.33,0.34,0.36,-5.871,22.999,38.618,thin ,0.0,0.0,None,0.0,0.0
33468,0.2,-0.63,0.43,0.22,0.29,0.14,-0.1,0.28,0.17,,0.22,,0.1,,,0.25,,-9.652,37.7,-69.779,thin ,0.0,0.0,None,0.0,0.0
33537,-0.33,,-0.15,-0.14,-0.5,-0.16,-0.22,-0.29,-0.22,-0.14,-0.2,-0.28,-0.34,-0.62,-0.11,-0.38,-0.41,-5.758,22.186,9.483,thin ,0.0,0.0,None,0.0,0.0
33553,0.14,,-0.13,-0.1,-0.02,0.02,-0.03,-0.09,0.11,,0.05,0.01,0.1,0.1,,0.14,0.32,-30.803,118.296,95.463,thin ,0.0,0.0,None,0.0,0.0
33578,-0.26,,-0.46,,0.18,0.25,,0.01,0.39,,0.02,,-0.06,-0.04,0.17,0.14,,-37.31,142.695,-18.596,thin ,0.0,0.0,None,0.0,0.0
33580,0.0,,0.05,-0.1,-0.17,-0.01,-0.09,-0.02,0.01,,-0.04,0.02,-0.02,-0.14,,-0.01,0.02,-6.256,23.92,31.495,thin ,0.0,0.0,None,0.0,0.0
33588,0.18,-3.28,,,0.44,0.35,0.36,0.28,0.07,,0.17,,0.11,,,0.21,,-12.674,48.428,-73.463,thin ,0.0,0.0,None,0.0,0.0
33595,-0.48,,-0.13,-0.23,-0.42,-0.28,-0.4,-0.36,-0.52,0.62,-0.24,-0.3,-0.39,-0.57,-0.18,-0.48,-0.3,-10.431,39.767,20.124,thin ,0.0,0.0,None,0.0,0.0
33624,-0.5,-1.18,,,-0.49,-0.34,-0.57,-0.46,-0.51,-0.23,-0.37,-0.43,-0.53,-0.7,-0.35,-0.43,-0.54,-7.803,29.568,78.649,thin ,0.0,0.0,None,0.0,0.0
33628,-0.05,,0.01,0.12,-0.01,-0.16,0.24,0.08,-0.08,,0.02,0.11,-0.08,-0.3,0.3,-0.02,,-52.312,198.102,-25.553,thin ,0.0,0.0,None,0.0,0.0
33634,0.28,,0.2,0.47,0.26,0.24,0.24,0.25,0.21,,0.28,0.31,0.28,,0.35,0.36,,-20.068,75.918,-40.232,thin ,0.0,0.0,None,0.0,0.0
33642,-0.2,,,-0.13,-0.33,-0.07,-0.15,-0.18,-0.12,-0.07,-0.15,,-0.26,-0.42,-0.08,-0.24,-0.32,-17.068,64.452,-55.142,thin ,0.0,0.0,None,0.0,0.0
33668,-0.15,,,,-0.13,0.0,0.04,-0.08,-0.15,-0.17,-0.2,-0.29,,-0.36,,-0.14,,-38.713,145.302,170.695,thin ,0.0,0.0,None,0.0,0.0
33690,0.21,,0.32,0.1,0.17,0.25,0.16,0.19,0.17,0.19,0.21,0.16,0.16,0.16,0.2,0.17,0.26,-2.274,8.488,-16.074,thin ,0.0,0.0,None,0.0,0.0
33719,0.24,-0.56,0.19,0.13,0.21,0.22,0.17,0.23,0.26,0.31,0.21,0.18,0.2,0.14,0.24,0.23,0.23,-7.741,28.738,-2.796,thin ,1.0,1.0,Radial Velocity,1.05,1.18
33736,0.18,,0.07,0.5,0.26,0.1,0.23,0.17,0.17,,0.3,0.41,0.26,,0.25,0.31,,-6.341,23.462,-21.411,thin ,0.0,0.0,None,0.0,0.0
33817,0.22,,0.06,,0.14,0.26,0.18,0.2,0.22,0.21,0.23,0.23,0.24,0.25,0.36,0.24,-0.02,-3.604,13.168,-6.644,thin ,0.0,0.0,None,0.0,0.0
33848,0.05,,-0.01,-0.04,-0.02,-0.01,-0.07,-0.02,0.06,,-0.02,0.05,0.04,-0.09,,0.04,0.06,-7.429,26.974,3.399,thin ,0.0,0.0,None,0.0,0.0
33852,0.04,-3.73,,,0.38,0.14,0.27,0.07,0.05,0.36,0.27,0.46,0.29,-0.02,0.44,0.22,-0.04,-3.582,12.994,15.17,thin ,0.0,0.0,None,0.0,0.0
33863,0.28,,0.13,-0.08,0.29,0.15,0.22,0.35,0.14,,0.11,0.19,0.33,,0.23,0.25,,-11.368,41.143,-64.787,thin ,0.0,0.0,None,0.0,0.0
33932,-0.08,-0.8,-0.21,-0.24,,,,-0.28,,,-0.01,-0.33,,,-0.42,-0.06,,-2.511,8.982,48.725,thin ,0.0,0.0,None,0.0,0.0
33941,0.02,,,,0.09,0.0,0.64,0.06,0.08,0.69,0.25,-0.04,0.22,0.02,0.38,0.02,1.01,-21.86,78.001,23.188,thin ,0.0,0.0,None,0.0,0.0
33955,-0.08,,-0.13,-0.03,-0.22,-0.12,-0.03,-0.13,-0.04,0.35,0.09,0.35,-0.1,-0.25,0.02,-0.11,,-5.122,18.246,-2.26,thin ,0.0,0.0,None,0.0,0.0
34017,-0.08,-1.4,-0.02,-0.06,-0.16,-0.02,-0.14,-0.08,-0.06,0.09,-0.07,-0.14,-0.11,-0.29,-0.03,-0.11,-0.14,-4.517,15.882,9.28,thin ,0.0,0.0,None,0.0,0.0
34024,-0.36,-0.45,,,-0.53,-0.43,-0.58,-0.43,-0.28,-0.08,-0.2,-0.34,-0.37,-0.53,-0.38,-0.37,-0.12,-3.179,11.166,35.225,thin ,0.0,0.0,None,0.0,0.0
34028,-0.07,,,0.08,-0.12,0.01,-0.09,-0.12,0.02,0.0,-0.08,,-0.06,,,-0.11,-0.11,-31.955,112.201,-97.769,thin ,0.0,0.0,None,0.0,0.0
34033,-0.04,,0.29,0.08,,,,-0.04,-0.03,,,,,,,,,-48.271,169.358,34.077,thin ,0.0,0.0,None,0.0,0.0
34043,0.2,,,,0.42,0.19,0.25,0.24,0.19,,0.13,0.04,0.17,,0.2,0.18,,-70.827,248.144,173.362,thin ,0.0,0.0,None,0.0,0.0
34052,-0.29,,,,0.02,-0.32,0.13,-0.29,-0.18,,0.2,0.26,-0.24,-0.44,-0.09,-0.34,,-3.446,12.05,-11.919,thin ,0.0,0.0,None,0.0,0.0
34065,-0.21,-2.24,0.05,-0.03,-0.14,0.0,-0.17,-0.11,-0.12,-0.07,-0.08,-0.26,-0.24,-0.44,-0.15,-0.2,-0.32,-3.399,11.863,-11.755,thin ,0.0,0.0,None,0.0,0.0
34069,-0.24,,0.06,-0.08,-0.19,-0.18,-0.28,-0.14,-0.24,-0.18,-0.06,-0.15,-0.24,-0.4,-0.07,-0.24,-0.24,-3.402,11.867,-11.761,thin ,0.0,0.0,None,0.0,0.0
34082,-0.37,,-0.28,,-0.42,-0.15,-0.24,-0.29,-0.15,-0.28,-0.15,-0.31,-0.38,-0.73,-0.23,-0.39,,-6.014,20.958,64.029,N/A ,0.0,0.0,None,0.0,0.0
34085,0.04,-0.43,0.12,0.03,0.07,0.2,0.08,0.15,0.14,0.24,0.16,0.15,0.16,-0.01,0.14,0.16,0.0,-2.72,9.474,37.379,thin ,0.0,0.0,None,0.0,0.0
34087,0.12,,0.08,-0.14,0.18,0.2,0.14,0.13,0.19,0.15,0.23,0.26,0.18,0.03,0.16,0.12,,-2.751,9.579,37.802,thin ,0.0,0.0,None,0.0,0.0
34143,-0.18,,,,0.09,-0.01,-0.1,-0.02,0.03,,-0.18,,-0.23,,,-0.14,,-126.754,436.256,106.878,N/A ,0.0,0.0,None,0.0,0.0
34146,-0.2,,,,-0.38,-0.26,-0.51,-0.2,-0.24,,-0.14,-0.31,,,,-0.28,,-18.689,64.304,-19.563,thin ,0.0,0.0,None,0.0,0.0
34201,-0.06,-1.78,-0.18,-0.26,0.08,0.16,0.17,0.07,0.12,-0.06,0.0,-0.01,0.12,-0.04,0.04,-0.01,0.01,-28.371,96.482,-86.319,N/A ,0.0,0.0,None,0.0,0.0
34212,0.0,,,-0.08,-0.12,0.01,-0.18,-0.06,-0.04,0.06,-0.1,-0.27,-0.11,-0.18,0.03,-0.08,-0.23,-5.345,18.157,-55.829,thin ,0.0,0.0,None,0.0,0.0
34222,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Radial Velocity,0.83,0.62
34235,-0.13,,,,-0.05,-0.05,-0.08,-0.09,-0.05,-0.13,0.03,-0.01,-0.07,-0.26,-0.09,-0.12,,-1.592,5.388,50.185,thin ,0.0,0.0,None,0.0,0.0
34239,0.22,,0.11,0.24,0.14,0.12,0.03,0.16,0.28,,0.22,0.09,0.21,0.05,,0.18,0.31,-18.531,62.679,-1.164,thin ,0.0,0.0,None,0.0,0.0
34250,0.18,-3.11,0.12,0.23,0.31,0.34,0.47,0.49,0.39,0.34,0.42,0.5,0.45,0.32,0.41,0.36,0.32,-16.121,54.404,97.501,thin ,0.0,0.0,None,0.0,0.0
34254,0.0,,,-0.13,-0.08,0.11,-0.09,0.0,0.0,0.13,-0.06,-0.11,-0.08,-0.15,0.05,-0.04,-0.17,-24.546,82.813,-72.137,thin ,0.0,0.0,None,0.0,0.0
34267,-0.44,-2.78,-0.51,-0.18,-0.33,-0.13,,-0.32,-0.22,,-0.23,-0.4,,-0.48,,-0.35,,-23.337,78.542,56.258,thin ,0.0,0.0,None,0.0,0.0
34270,0.0,,,,0.18,0.07,0.04,0.14,-0.03,0.1,0.02,0.09,0.04,-0.09,0.05,0.03,,-16.18,54.415,-146.645,thin ,0.0,0.0,None,0.0,0.0
34349,0.02,-2.63,-0.29,0.05,0.33,0.31,0.13,0.17,0.09,-0.01,0.06,0.03,0.12,0.03,0.08,0.02,0.16,-31.976,105.872,-141.395,thin ,0.0,0.0,None,0.0,0.0
34387,-0.37,-4.41,-0.58,-0.38,-0.15,-0.12,-0.08,-0.06,-0.31,-0.31,-0.31,-0.35,-0.3,-0.49,-0.3,-0.35,-0.31,-51.787,169.852,23.287,thin ,0.0,0.0,None,0.0,0.0
34407,-0.32,,-0.4,-0.08,-0.44,-0.21,-0.34,-0.28,-0.23,,-0.23,-0.34,-0.39,-0.69,-0.29,-0.36,,-13.377,43.751,12.712,thin ,0.0,0.0,None,0.0,0.0
34409,0.0,-0.98,0.01,0.12,0.02,0.03,-0.06,-0.02,0.03,-0.03,0.06,-0.04,0.02,-0.21,-0.03,-0.01,,-13.007,42.524,-23.403,thin ,0.0,0.0,None,0.0,0.0
34410,-0.22,,,-0.27,-0.32,-0.09,-0.31,-0.23,-0.22,-0.13,-0.29,,-0.29,-0.41,,-0.29,-0.36,-25.358,82.893,-110.782,thin ,0.0,0.0,None,0.0,0.0
34414,-0.18,,-0.17,-0.05,-0.28,-0.19,-0.26,-0.16,-0.24,-0.12,-0.24,-0.22,-0.31,-0.47,-0.19,-0.22,-0.35,-5.832,19.055,11.428,thin ,0.0,0.0,None,0.0,0.0
34426,-0.5,,-0.42,-0.14,-0.58,-0.38,-0.58,-0.45,-0.43,,-0.42,-0.54,-0.6,-0.93,-0.47,-0.53,,-13.432,43.799,12.723,thin ,0.0,0.0,None,0.0,0.0
34440,-0.14,-2.58,-0.23,-0.01,-0.04,0.06,0.06,0.05,-0.05,-0.06,-0.08,-0.2,-0.09,-0.14,0.01,-0.08,-0.06,-26.269,85.433,25.512,thin ,0.0,0.0,None,0.0,0.0
34444,0.08,,-0.15,,,0.04,0.27,0.12,0.05,,0.35,0.07,-0.04,0.17,-0.1,0.06,0.48,-124.498,404.74,-210.142,thin ,0.0,0.0,None,0.0,0.0
34481,0.02,-3.28,,,0.22,-0.01,0.16,0.08,0.07,0.12,0.09,0.19,0.05,0.04,0.12,0.04,,-3.98,12.869,-38.037,thin ,0.0,0.0,None,0.0,0.0
34521,-0.13,-2.91,0.12,0.17,-0.21,-0.17,-0.33,-0.07,-0.21,,-0.29,-0.4,,-0.51,-0.26,-0.24,,-25.93,83.286,51.15,thin ,0.0,0.0,None,0.0,0.0
34524,0.36,,,0.53,0.22,,0.22,0.14,0.26,0.51,0.41,0.26,0.24,0.09,0.16,0.12,0.19,-20.886,67.033,24.234,thin ,0.0,0.0,None,0.0,0.0
34548,-0.26,,,,-0.36,-0.34,-0.41,-0.3,-0.32,,-0.23,-0.38,-0.36,,,-0.4,,-18.088,57.852,77.69,N/A ,0.0,0.0,None,0.0,0.0
34567,0.1,-1.31,,-0.04,0.13,0.19,0.12,-0.01,0.18,0.21,0.06,0.03,0.17,0.02,0.16,0.06,0.05,-6.903,22.032,11.126,thin ,0.0,0.0,None,0.0,0.0
34622,-0.26,-3.31,-0.34,-0.14,-0.13,-0.04,-0.08,-0.06,-0.08,-0.2,-0.18,-0.25,-0.24,-0.27,-0.03,-0.22,-0.16,-17.477,55.237,-4.292,thin ,0.0,0.0,None,0.0,0.0
34693,0.2,-3.67,-0.05,0.15,0.45,0.44,0.26,0.36,-0.02,,0.14,0.06,0.21,0.34,0.41,0.21,0.2,-28.305,88.24,54.032,thin ,1.0,1.0,Radial Velocity,20.6,2.3
34706,-0.14,,,,0.11,-0.01,0.0,0.02,-0.03,-0.02,-0.04,0.0,-0.07,-0.23,-0.01,-0.12,,-17.88,55.623,-161.571,N/A ,0.0,0.0,None,0.0,0.0
34714,-0.4,-0.94,,-0.25,-0.6,-0.31,-0.59,-0.4,-0.33,,-0.21,-0.34,,,,,,-11.473,35.667,24.435,thin ,0.0,0.0,None,0.0,0.0
34747,0.35,,0.31,0.43,0.28,0.3,0.25,0.33,0.3,,0.22,,0.26,0.38,,0.32,,-29.485,91.239,-68.736,N/A ,0.0,0.0,None,0.0,0.0
34767,-0.01,,,,0.15,-0.03,0.26,-0.02,0.04,0.48,0.11,-0.04,0.08,-0.16,0.17,-0.02,0.18,-23.385,72.129,14.07,thin ,0.0,0.0,None,0.0,0.0
34776,-0.11,,,,0.1,-0.02,-0.01,-0.02,0.0,0.01,0.01,0.07,-0.05,-0.18,-0.03,-0.12,,-20.051,61.781,-96.863,N/A ,0.0,0.0,None,0.0,0.0
34785,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Radial Velocity,0.05097,0.62
34801,0.4,,0.31,0.22,0.38,0.27,0.23,0.33,0.37,,0.32,0.29,0.35,0.35,,0.42,0.36,-19.002,58.266,-48.183,thin ,1.0,1.0,Radial Velocity,3.87,1.29
34805,0.09,,,,0.11,,,0.11,,,0.19,,,,,0.08,,-5.566,17.055,-43.923,thin ,0.0,0.0,None,0.0,0.0
34877,0.29,,0.18,0.26,0.25,0.26,0.24,0.24,0.23,0.37,0.24,0.24,0.25,0.28,0.34,0.3,0.4,-9.903,30.047,-58.544,thin ,0.0,0.0,None,0.0,0.0
34879,0.3,-1.92,0.33,0.19,0.38,0.37,0.32,0.32,0.31,0.46,0.32,0.25,0.32,0.28,0.4,0.36,0.37,-10.398,31.512,-14.931,thin ,0.0,0.0,None,0.0,0.0
35005,-0.13,-3.56,-0.26,-0.1,-0.09,-0.04,0.06,-0.01,-0.06,-0.14,-0.06,-0.17,-0.11,-0.16,-0.04,-0.1,-0.07,-30.718,91.089,20.636,thin ,0.0,0.0,None,0.0,0.0
35058,0.27,,0.24,0.3,0.2,0.29,0.18,0.29,0.23,,0.12,,0.16,0.29,,0.29,,-31.654,93.256,-63.474,N/A ,0.0,0.0,None,0.0,0.0
35093,-0.14,,-0.15,-0.1,-0.31,-0.18,-0.3,-0.17,-0.07,,-0.12,-0.14,-0.16,-0.39,,-0.18,-0.09,-71.319,208.765,186.826,thin ,0.0,0.0,None,0.0,0.0
35096,-0.13,,-0.04,0.32,-0.18,-0.16,-0.18,-0.12,-0.19,,-0.08,-0.22,-0.15,,-0.26,-0.14,,-8.621,25.222,-29.843,thin ,0.0,0.0,None,0.0,0.0
35107,0.27,,-0.1,-0.08,0.1,0.03,-0.02,-0.06,0.22,,0.13,0.07,0.21,0.19,,0.27,0.68,-79.909,233.488,-8.015,N/A ,0.0,0.0,None,0.0,0.0
35134,0.07,-1.05,,,0.04,0.23,0.0,0.11,0.04,0.21,0.14,0.13,0.06,-0.09,0.18,0.2,-0.26,-9.002,26.217,78.303,thin ,0.0,0.0,None,0.0,0.0
35136,-0.27,-1.57,-0.18,-0.11,-0.41,-0.12,-0.25,-0.24,-0.21,-0.07,-0.2,-0.34,-0.34,-0.52,-0.22,-0.32,-0.38,-3.716,10.817,12.368,thin ,0.0,0.0,None,0.0,0.0
35145,0.04,,0.03,-0.02,-0.08,0.04,-0.01,0.04,0.06,,0.03,0.07,0.04,-0.05,,0.06,0.08,-11.397,33.142,33.33,thin ,0.0,0.0,None,0.0,0.0
35146,0.14,-2.92,-0.12,-0.03,0.24,0.28,0.38,0.2,0.16,0.11,0.11,0.15,0.25,0.12,0.16,0.18,0.07,-9.628,27.996,50.537,thin ,0.0,0.0,None,0.0,0.0
35148,-0.18,-1.29,0.04,0.0,-0.32,-0.13,-0.32,-0.18,-0.15,-0.08,-0.28,-0.39,-0.21,-0.5,-0.21,-0.3,-0.32,-16.84,48.956,-26.891,thin ,0.0,0.0,None,0.0,0.0
35157,-0.25,-1.18,,,-0.3,-0.13,-0.41,-0.32,-0.23,0.0,-0.14,-0.25,-0.23,-0.39,-0.08,-0.23,-0.34,-6.767,19.655,69.385,thin ,0.0,0.0,None,0.0,0.0
35173,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Radial Velocity,0.03996,0.79
35185,0.02,-0.57,-0.15,0.0,-0.15,-0.04,-0.13,-0.1,-0.08,,-0.17,-0.22,-0.12,-0.45,-0.19,-0.13,,-16.637,48.105,4.521,thin ,0.0,0.0,None,0.0,0.0
35209,0.17,-0.88,0.11,0.02,0.03,0.13,0.1,0.12,0.22,0.42,0.15,0.16,0.15,0.09,0.33,0.18,0.28,-13.635,39.259,1.363,thin ,0.0,0.0,None,0.0,0.0
35265,0.05,-1.27,-0.03,-0.01,-0.08,-0.01,-0.08,-0.01,0.04,,0.0,-0.08,0.01,-0.1,-0.17,0.01,0.02,-7.531,21.518,14.857,thin ,0.0,0.0,None,0.0,0.0
35279,0.38,,0.36,0.28,0.45,0.38,0.28,0.35,0.3,,0.24,,0.25,0.4,,0.42,,-15.469,44.111,-40.145,thin ,0.0,0.0,None,0.0,0.0
35296,0.01,,,,,,,-0.06,-0.07,,0.14,0.14,-0.04,-0.12,0.08,-0.1,,-3.302,9.391,-10.667,thin ,0.0,0.0,None,0.0,0.0
35310,0.11,,,,0.04,0.2,0.12,0.1,0.22,0.4,0.1,0.05,0.12,-0.05,0.21,0.06,0.47,-13.617,38.646,6.704,thin ,0.0,0.0,None,0.0,0.0
35314,0.29,,0.07,0.15,0.21,0.13,0.03,-0.01,0.27,,0.16,0.09,0.26,0.23,,0.27,0.62,-50.873,144.307,132.754,thin ,0.0,0.0,None,0.0,0.0
35317,0.06,,,,0.11,0.06,0.1,0.09,0.1,,0.01,-0.11,0.01,,0.05,0.0,,-37.584,106.562,91.099,thin ,0.0,0.0,None,0.0,0.0
35332,0.31,,0.08,0.49,0.25,0.26,0.26,0.29,0.25,,0.28,0.27,0.3,,0.3,0.36,,-18.605,52.621,-34.463,N/A ,0.0,0.0,None,0.0,0.0
35431,0.04,,,,0.12,-0.01,-0.04,-0.03,0.08,,-0.03,-0.1,-0.02,,0.02,-0.11,,-58.402,162.943,138.543,thin ,0.0,0.0,None,0.0,0.0
35449,0.34,,,,0.24,-0.13,0.14,0.22,0.3,0.28,0.31,0.29,0.33,0.18,0.18,0.24,,-6.955,19.333,47.799,thin ,0.0,0.0,None,0.0,0.0
35509,0.06,,-0.04,,0.08,-0.01,0.08,0.07,0.08,0.3,0.04,0.04,0.02,-0.14,0.12,-0.01,0.23,-18.15,50.005,6.667,thin ,0.0,0.0,None,0.0,0.0
35651,-0.44,,-0.44,,-0.2,-0.37,-0.26,-0.47,-0.27,0.14,0.02,0.25,-0.3,-0.66,-0.31,-0.42,,-12.746,34.375,-8.22,thin ,0.0,0.0,None,0.0,0.0
35702,0.18,,0.03,-0.04,-0.01,0.06,0.01,-0.01,0.19,,0.08,0.08,0.17,0.14,,0.18,0.3,-30.9,82.649,73.934,thin ,0.0,0.0,None,0.0,0.0
35710,-0.31,-3.09,-0.4,-0.24,-0.25,-0.24,-0.13,-0.16,-0.2,-0.2,-0.24,-0.4,-0.3,-0.38,-0.16,-0.3,-0.4,-21.603,57.747,46.058,thin ,0.0,0.0,None,0.0,0.0
35739,0.04,,0.2,,0.08,0.01,0.05,-0.01,-0.03,,0.14,0.24,0.08,,0.05,0.08,,-9.899,26.366,-23.013,thin ,0.0,0.0,None,0.0,0.0
35750,0.08,,,-0.04,-0.23,0.04,-0.07,0.04,-0.06,0.18,0.13,0.13,0.07,0.07,0.06,0.04,0.15,-15.485,41.172,6.89,thin ,0.0,0.0,None,0.0,0.0
35751,0.05,,,,0.27,0.19,0.34,0.13,0.14,0.2,0.28,0.41,0.22,0.18,0.23,0.14,0.04,-25.385,67.472,0.882,thin ,0.0,0.0,None,0.0,0.0
35790,-0.06,,,,0.06,0.09,0.1,0.06,0.03,0.3,0.08,0.2,-0.01,-0.04,0.09,-0.04,,-17.571,46.409,-72.412,N/A ,0.0,0.0,None,0.0,0.0
