HIP_num,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk
HIP 14857 ,0.16,-0.59,0.29,0.1,0.1,0.25,0.1,0.14,0.22,0.34,0.17,0.04,0.12,0.05,0.34,0.14,,22.165,24.59,-26.83,thin 
2MASS 19022767+5008087 ,0.14,,0.06,0.1,-0.01,0.1,0.08,0.1,0.2,,0.14,0.17,0.11,-0.02,,0.15,0.13,81.713,-292.359,363.519,N/A 
HIP 47631 ,-0.02,-1.37,,,,,-0.03,-0.03,-0.15,,,,,,,,,-35.617,24.316,30.302,thin 
HIP 113174 ,-0.06,,,,-0.17,-0.12,0.01,-0.14,0,,-0.07,,-0.14,,,-0.14,-0.02,32.581,-9.49,25.643,thin 
HIP 47640 ,0.1,,,,-0.14,-0.08,-0.11,-0.03,-0.02,,-0.06,0.01,-0.03,,,-0.1,,-63.928,43.613,78.798,N/A 
HIP 14879 ,-0.18,-1.31,-0.1,-0.02,-0.23,-0.09,-0.22,-0.18,-0.15,-0.08,-0.14,-0.2,-0.27,-0.38,-0.18,-0.23,-0.22,8.194,9.106,-6.787,thin 
HIP 80423 ,-0.62,,-0.39,-0.23,-0.62,-0.34,-0.47,-0.47,-0.45,-0.48,-0.41,-0.56,-0.65,-0.89,-0.47,-0.64,-0.74,-18.027,-40.939,-56.093,thin 
HIP 80426 ,-0.07,,-0.23,0,-0.12,-0.06,-0.17,-0.04,-0.1,0.07,-0.12,-0.01,-0.07,-0.27,-0.08,-0.1,,-65.025,-147.775,195.52,thin 
HIP 47662 ,-0.2,-0.97,-0.19,,-0.17,-0.16,-0.24,-0.16,-0.11,-0.11,-0.09,-0.18,-0.22,-0.43,-0.16,-0.22,,-32.947,22.415,-37.515,N/A 
2MASS 19240686+4354492 ,-0.11,,-0.12,-0.14,-0.32,-0.08,-0.18,-0.11,-0.05,,-0.1,-0.06,-0.1,-0.34,,-0.11,-0.1,134.455,-349.747,360.755,N/A 
HIP 113207 ,0.28,,0.28,0.19,0.13,0.18,0.19,0.19,0.24,,0.19,0.21,0.22,0.18,,0.26,0.19,79.249,-22.906,50.659,thin 
BD+41 3315 ,-0.12,-0.89,-0.08,0.02,-0.22,-0.06,-0.28,-0.16,-0.05,,-0.15,-0.26,-0.17,-0.35,,-0.18,-0.03,46.221,-126.152,117.995,N/A 
HIP 80452 ,-0.1,,-0.05,-0.06,-0.15,0.1,0.05,0.05,0.07,0.21,0.01,0.11,0.09,-0.14,0.05,0.06,-0.16,-29.086,-66.37,171.315,N/A 
HD 114678 ,-0.45,,,,0.09,-0.28,-0.21,-0.25,-0.18,,-0.38,,-0.42,,,-0.42,,-390.271,-127.042,-29.482,N/A 
2MASS 19260173+3919251 ,-0.03,,-0.13,-0.17,-0.23,-0.08,-0.21,-0.16,-0.03,,-0.04,-0.1,-0.04,-0.18,,-0.04,0.13,134.331,-340.893,300.152,N/A 
2MASS 19254165+3812597 ,0.05,,-0.02,-0.06,-0.21,0.01,-0.05,-0.06,0.06,,0,-0.02,0.06,-0.07,,0.04,0.09,344.759,-878.658,743.198,N/A 
HIP 47690 ,0.29,,,-0.04,,0.09,,0.3,0.44,,0.28,,,0.33,,,,-10.938,7.418,12.192,thin 
HIP 113231 ,-0.36,-1.65,-0.31,-0.46,-0.35,-0.22,-0.27,-0.3,-0.26,-0.28,-0.22,-0.33,-0.34,-0.47,-0.33,-0.36,-0.29,34.259,-9.851,-4.897,thin 
HIP 80467 ,-0.18,-0.38,0.08,0.03,-0.3,-0.12,-0.3,-0.22,-0.09,0.05,-0.06,-0.12,-0.11,-0.3,-0.22,-0.17,-0.24,-4.495,-10.276,33.299,thin 
HIP 113238 ,0.28,-2.66,0.33,0.24,0.41,0.4,0.38,0.35,0.3,0.43,0.36,0.43,0.31,0.41,0.48,0.35,0.42,31.277,-8.984,-16.337,thin 
HIP 113240 ,-0.17,,,,-0.03,-0.09,-0.06,-0.07,-0.07,-0.02,-0.07,0,-0.15,0.01,-0.06,-0.16,,91.228,-26.2,-82.791,N/A 
HIP 113246 ,-0.18,,,,-0.1,-0.04,0.04,-0.1,-0.11,-0.24,-0.15,-0.08,-0.09,-0.3,-0.18,-0.15,-0.22,43.118,-12.374,-28.622,thin 
HIP 80484 ,0.22,,0.11,0.17,0.09,0.16,0.15,0.18,0.27,,0.2,0.13,0.2,0.04,,0.26,0.26,-29.908,-68.573,15.791,thin 
HIP 80486 ,0.22,,0.08,0.07,0.32,0.1,0.31,0.36,0.49,,0.38,,0.32,0.17,,0.29,,-36.043,-82.648,-59.831,thin 
HIP 47719 ,0.14,,,,0.16,0.14,0.13,0.13,0.04,,0.03,-0.05,0.08,,0.14,0.08,,-169.858,114.881,138.821,thin 
HIP 80489 ,0.2,,0.22,0.09,-0.01,0.11,0.07,0.09,0.16,,0.11,0.09,0.12,0.05,,0.17,0.12,-41.447,-95.103,60.538,thin 
HIP 14954 ,0.25,-1.27,0.27,0.19,0.3,0.22,0.2,0.24,0.27,0.37,0.22,0.18,0.22,0.2,0.32,0.26,0.32,15.012,16.786,-0.47,thin 
HD 151267A ,-0.18,,,,-0.2,-0.1,-0.24,-0.18,-0.05,0.04,-0.15,-0.15,-0.21,-0.33,-0.14,-0.18,-0.21,-36.07,-104.392,139.064,N/A 
HIP 14964 ,0.12,-0.54,0.09,-0.03,-0.02,0.08,-0.09,0.11,0.13,,0.15,,-0.07,,,0.1,,17.233,19.292,-27.891,thin 
2MASS 19142016+4444016 ,0.04,,-0.15,-0.32,-0.11,0.01,-0.11,0.04,0.07,,0.03,0.04,0.03,-0.09,,0.01,-0.04,97.708,-290.601,303.752,N/A 
HIP 113279 ,-0.25,,-0.37,-0.24,-0.45,-0.27,-0.33,-0.37,-0.23,,-0.24,-0.27,-0.3,-0.44,,-0.24,-0.09,119.225,-33.996,-14.226,thin 
HIP 14976 ,0.23,-1.88,,,0.05,0.03,0.08,0.13,0.19,,0.13,0.21,0.19,0.16,0.17,0.16,,22.006,24.665,21.381,thin 
HIP 80514 ,-0.08,-3.19,-0.2,-0.06,0,-0.05,0.06,0.12,-0.04,-0.06,-0.07,-0.18,-0.04,-0.05,0.04,-0.04,-0.09,-47.006,-108.353,23.831,thin 
HIP 113283 ,0.03,,,,,,,-0.06,-0.26,,0,0.15,-0.16,-0.14,0.12,-0.08,0.15,6.229,-1.774,-3.979,thin 
2MASS 08391217+1906561 ,0.15,,,,0.02,0.13,0.05,0.11,0.16,,0.11,0.08,0.16,-0.08,0.21,0.21,,-110.283,132.362,59.712,N/A 
2MASS 19260929-5251562 ,-0.14,,,,0.01,0.02,-0.01,-0.06,-0.06,,-0.02,,-0.26,,,-0.07,,105.918,-268.356,-380.992,N/A 
HIP 113296 ,0.12,,0.12,0.01,0.26,0.41,0.31,0.36,0.29,,0.01,0.08,0.39,0.18,,,,6.336,-1.8,1.958,thin 
HIP 113299 ,-0.05,,,,0.13,0.07,-0.01,-0.05,0.11,0.35,0.17,0.27,0.11,0.09,0.21,0.15,,19.422,-5.506,99.187,thin 
HIP 80538 ,0,,0.02,0.12,0.1,0.17,0.06,0.05,0.08,0.26,0.09,0.22,0.1,-0.02,0.1,0.06,,-19.629,-45.434,54.886,thin 
HIP 15004 ,0.18,-2.87,-0.02,0.09,0.32,0.26,0.34,0.28,0.16,0.27,0.23,0.15,0.2,0.24,0.3,0.22,0.29,44.499,50.031,74.827,thin 
HIP 15005 ,0.27,,0.34,0.12,0.24,0.16,0.19,0.24,0.21,,0.22,0.16,0.22,0.22,0.26,0.32,0.31,45.41,51.057,-37.836,thin 
HIP 80543 ,0.25,-0.16,0.3,0.12,0.15,0.39,0.14,0.18,0.22,0.34,0.2,0.1,0.16,0.13,0.29,0.18,0.16,-29.609,-68.63,21.394,thin 
Gaia DR2 2052800269327720832 ,0.15,,0.14,0.02,0.12,0.13,0.09,0.13,0.21,,0.11,0.13,0.16,0.09,,0.2,0.11,124.898,-333.578,279.722,N/A 
2MASS 19240524+3746112 ,-0.3,,-0.28,-0.27,-0.4,-0.23,-0.33,-0.29,-0.24,,-0.25,-0.22,-0.29,-0.48,,-0.29,-0.39,94.526,-245.968,204.174,N/A 
HIP 80558 ,-0.02,-2.35,-0.3,-0.13,0.2,0.09,0.12,0.11,0.11,-0.03,-0.05,-0.19,0.01,-0.08,-0.04,-0.06,0.01,-55.389,-128.665,5.744,thin 
HIP 80567 ,0,,,,0.1,-0.03,0.02,0.17,-0.03,0.05,-0.02,0,-0.04,-0.06,0.08,0.01,,-8.375,-19.497,-162.491,N/A 
2MASS 19272048+4857121 ,0.32,-1.69,0.36,0.26,0.42,0.34,0.22,0.3,0.29,,0.27,0.26,0.3,0.29,,0.36,0.29,38.909,-97.106,120.143,N/A 
HIP 80587 ,-0.61,-1.17,-0.4,-0.24,-0.56,-0.35,-0.52,-0.47,-0.45,-0.46,-0.4,-0.6,-0.68,-0.96,-0.49,-0.6,-0.62,-19.165,-44.722,-19.784,thick 
HIP 113357 ,0.23,-1.98,0.22,0.07,0.22,0.24,0.22,0.2,0.19,0.28,0.2,0.16,0.2,0.16,0.29,0.24,0.19,13.973,-3.91,5.503,thin 
HIP 47824 ,0.03,,,,0.26,0.21,,0.13,0.11,-0.02,-0.04,-0.05,0.05,-0.1,-0.04,-0.03,-0.1,-132.575,88.678,-190.153,N/A 
HIP 113360 ,0.05,-3.1,-0.18,-0.16,0.28,0.17,0.28,0.31,0.16,0.03,0.03,0.04,0.12,0.01,0.1,0.11,-0.07,114.095,-31.885,7.89,thin 
HIP 15062 ,-0.23,-1.26,-0.39,-0.4,,,,-0.38,,,-0.26,-0.38,,,-0.54,-0.26,,25.557,28.907,12.764,thin 
HD 179732 ,0.03,-0.4,-0.06,0.2,-0.18,-0.08,-0.11,-0.02,0.06,,-0.04,0.08,-0.08,-0.1,,-0.15,0.4,40.111,-123.648,117.488,N/A 
HIP 47836 ,-0.27,,-0.26,-0.09,-0.35,-0.17,-0.36,-0.29,-0.24,,-0.24,-0.4,-0.38,-0.61,-0.28,-0.34,,-31.012,20.715,-43.646,N/A 
HIP 80605 ,0.22,,0.21,0.13,0.31,0.22,0.17,0.25,0.11,,0.16,0.19,0.21,,0.24,0.26,,-18.792,-43.998,-109.188,N/A 
HIP 47839 ,-0.25,-0.74,-0.22,-0.02,-0.32,-0.23,-0.37,-0.25,-0.24,0,-0.17,-0.29,-0.27,-0.46,-0.27,-0.29,0.09,-30.97,20.682,-43.581,N/A 
HIP 80611 ,-0.67,-0.83,-0.53,-0.21,-0.56,-0.49,-0.64,-0.57,-0.46,-0.45,-0.44,-0.62,-0.64,-0.98,-0.56,-0.67,,-3.658,-8.569,-81.467,thin 
HIP 80613 ,-0.04,,0.05,0.08,-0.01,0,0,0.06,-0.04,0.15,-0.01,0.1,0.01,-0.1,0.13,0.14,,-92.677,-217.185,256.268,thin 
HIP 47848 ,0.06,,0.03,0.25,0.06,0.05,-0.14,0.09,-0.04,,0.08,0.03,0.06,,0.01,0.08,,-47.148,31.45,-69.352,N/A 
HIP 113386 ,-0.02,,-0.08,-0.08,-0.16,-0.04,-0.09,-0.05,-0.01,0.07,-0.06,-0.08,-0.06,-0.21,0.03,-0.06,-0.05,55.995,-15.581,-28.484,thick 
HIP 15092 ,0.18,-2.38,0,0.26,0.31,0.08,0.26,0.05,0.11,0.35,0.3,0.45,0.35,0.01,0.32,0.2,0.4,94.931,107.933,-102.748,thin 
HIP 15099 ,0,-3.63,0,-0.02,0.05,0.07,0.03,0,0.02,0.19,0.01,0.04,0.09,-0.13,0.24,0,-0.03,15.071,17.153,3.609,thin 
HIP 47881 ,0.05,,,,0.22,0.34,0.05,0.1,0.21,,0.11,,0.05,,,0.12,,-164.996,109.743,-153.34,N/A 
HIP 113421 ,0.39,-2.28,0.37,0.19,0.38,0.41,0.39,0.35,0.29,0.4,0.35,0.29,0.34,0.4,0.46,0.41,0.32,19.321,-5.335,-0.838,thin 
HIP 80656 ,-0.1,,-0.28,-0.17,-0.09,-0.06,-0.1,-0.06,-0.03,-0.1,-0.11,-0.12,-0.08,-0.48,-0.05,-0.09,,-51.662,-121.738,166.807,thin 
HIP 15126 ,-0.74,-2.55,,-0.34,-0.8,-0.54,-0.66,-0.49,-0.6,-0.52,-0.5,-0.7,-0.62,-1.32,-0.62,-0.83,,50.793,57.958,1.396,thick 
HIP 15131 ,-0.43,-1.4,-0.29,-0.16,-0.36,-0.3,-0.44,-0.36,-0.4,-0.3,-0.41,-0.45,-0.44,-0.61,-0.37,-0.43,-0.56,11.291,12.888,-17.537,thin 
HIP 113438 ,0.05,,0.08,0,-0.06,0.03,-0.1,0.02,0.08,,0.03,0.02,0.05,-0.09,,0.02,0.1,41.681,-11.462,7.487,thin 
HIP 80680 ,0.27,-0.35,0.33,0.19,0.38,0.26,0.18,0.29,0.28,0.36,0.33,0.23,0.24,0.24,0.3,0.31,0.4,-15.318,-36.213,-41.171,thin 
HIP 80682 ,-0.52,,,,-1.01,-0.35,-0.73,-0.37,-0.74,-0.59,-0.74,-0.97,-0.9,-1.35,-0.54,-1.01,-0.74,-32.25,-76.302,195.57,thin 
HIP 80683 ,0,,0.04,0.06,-0.03,0.02,0.07,-0.02,0.08,0.26,0.14,0.4,0.01,-0.14,0.07,0,0.12,-9.367,-22.163,-14.532,N/A 
HIP 80686 ,-0.03,-0.19,0.04,-0.04,-0.21,-0.06,-0.15,-0.1,0,-0.03,-0.11,-0.17,-0.04,-0.24,-0.05,-0.13,0.06,-1.595,-3.779,-11.32,thin 
HIP 80687 ,0.14,,0.02,0.14,0.12,0.13,0.17,0.14,0.1,0.07,0.17,0.19,0.06,0.24,0.14,0.15,0.25,-26.989,-63.945,-16.535,thin 
HIP 113454 ,-0.24,,,-0.21,-0.42,-0.22,-0.35,-0.28,-0.23,-0.2,-0.28,-0.3,-0.25,-0.43,-0.18,-0.31,-0.25,33.575,-9.215,-35.453,thin 
HIP 80689 ,-0.16,,-0.4,-0.18,-0.11,-0.07,0.01,-0.01,-0.22,-0.32,-0.15,-0.28,-0.26,-0.45,1.25,-2.21,,-61.514,-145.791,255.592,thin 
HIP 80693 ,0.1,-3.26,-0.2,0.03,0.67,0.22,0.4,0.38,0.01,-0.16,-0.04,0.06,0.19,0.02,0.09,0.08,-0.09,-52.426,-124.362,1.566,thin 
HIP 15158 ,-0.02,,,-0.08,-0.14,0.01,-0.15,-0.04,-0.03,0.04,-0.1,,-0.11,-0.19,0.09,-0.09,-0.07,63.479,72.623,-1.984,thick 
2MASS 19131690+4215411 ,-0.14,,-0.28,0.04,-0.19,-0.16,-0.59,-0.11,-0.1,,-0.08,-0.04,-0.12,-0.57,,-0.22,-0.28,216.789,-654.727,626.716,N/A 
HIP 80700 ,0.05,,0.2,0.15,-0.17,0.11,-0.04,0.06,0.02,0.15,0.1,-0.02,0.01,-0.11,0.06,0.05,0.04,-19.038,-45.178,2.786,thick 
HIP 113477 ,0.01,,,,-0.04,0.06,0.03,-0.01,-0.02,0,0.12,0.15,-0.03,-0.19,0.01,-0.05,,14.739,-4.025,39.867,thick 
HIP 80710 ,-0.14,-3.08,-0.22,-0.08,-0.1,-0.02,-0.03,0.01,-0.04,-0.02,-0.09,-0.08,-0.08,-0.24,-0.06,-0.08,-0.06,-29.461,-70.021,95.188,thin 
HIP 80709 ,-0.41,,-0.42,-0.26,-0.42,-0.38,-0.46,-0.36,-0.24,-0.15,-0.33,-0.24,-0.27,-0.59,-0.28,-0.34,,-52.306,-124.304,171.076,N/A 
HIP 80722 ,-0.27,,,-0.25,-0.41,-0.18,-0.34,-0.28,-0.26,-0.13,-0.29,-0.33,-0.35,-0.5,-0.17,-0.34,-0.41,-39.095,-93.055,8.464,thin 
HIP 47956 ,-0.2,-2.18,,,-0.08,-0.08,-0.06,-0.04,-0.02,-0.04,-0.02,0,-0.07,-0.28,-0.03,-0.15,,-11.101,7.324,-56.597,thin 
HIP 80725 ,-0.29,,,0.07,-0.4,-0.26,-0.29,-0.2,-0.28,-0.15,-0.16,-0.28,-0.31,-0.45,-0.19,-0.32,,-7.219,-17.19,6.207,thin 
HIP 113499 ,-0.39,,-0.36,-0.22,-0.47,-0.22,-0.48,-0.28,-0.32,-0.26,-0.43,-0.36,-0.42,-0.69,-0.36,-0.4,,43.259,-11.762,263.483,thin 
HIP 15199 ,0.02,,,,-0.03,0.05,0.1,0.01,0.13,0.29,0.07,-0.03,0.03,-0.09,0.17,-0.01,0.08,30.508,35.061,-12.279,thin 
HIP 80736 ,0.27,-1.22,0.35,0.2,0.33,0.25,0.28,0.32,0.24,0.37,0.26,0.26,0.31,0.13,0.34,0.37,0.29,-22.517,-53.686,-26.578,thin 
2MASS 19450867+4813288 ,0.11,,0.08,0.02,-0.11,0.06,0.03,0.1,0.15,,0.12,0.08,0.16,-0.15,,0.08,0.1,408.003,-826.035,1031.315,N/A 
HIP 80738 ,-0.12,,0.09,0,-0.06,0.05,-0.05,0.02,0.06,0.27,0.04,0.13,0.08,-0.01,0.04,0.08,-0.04,-10.517,-25.086,57.771,thin 
2MASS 19143858+4322051 ,-0.37,,-0.23,-0.27,-0.63,-0.37,-0.31,-0.36,-0.32,,-0.29,-0.09,-0.41,-0.72,,-0.43,-0.6,151.19,-447.682,446.344,N/A 
HIP 47973 ,0.06,,-0.2,-0.17,-0.1,-0.02,-0.06,-0.15,0.02,,0.01,-0.04,0.05,0.01,,0.09,0.24,-48.234,31.711,57.955,thin 
HIP 113514 ,-0.55,-1.99,-0.09,0.02,-0.56,-0.34,-0.62,-0.33,-0.45,,-0.53,-0.66,,-1,-0.56,,,50.951,-13.814,11.406,thick 
HIP 113521 ,0.16,-2.84,-0.12,0.04,0.46,0.33,0.26,0.3,0.18,0.1,0.1,0.09,0.18,0.17,0.22,0.16,0.12,83.003,-22.451,1.445,thin 
HD 132698A ,0.02,,-0.05,-0.12,0.13,0.17,0.1,0.04,0.17,0.27,0.14,0.23,0.16,-0.01,0.09,0.08,,-10.254,-9.651,67.264,N/A 
HIP 113528 ,0.04,,0.01,,0.12,0.08,0.1,0.05,0.08,0.15,0.14,0.33,0.03,-0.1,0.15,0.05,,42.164,-11.384,-26.188,thin 
HIP 48000 ,0.06,,,0.02,0.11,0.11,0.08,0.08,0.13,0.51,0.11,0.03,0.08,-0.05,0.17,0.04,0.42,-55.404,36.297,-0.715,thin 
HIP 113543 ,-0.24,,,-0.1,-0.4,-0.01,-0.17,-0.21,-0.15,-0.15,-0.18,-0.36,-0.25,-0.53,-0.21,-0.33,-0.38,53.592,-14.415,-16.332,thick 
B-06 1077 ,0.06,-0.9,,,-0.07,0.11,0.01,0.03,0.01,0.08,0.07,-0.03,-0.06,,-0.08,-0.03,,47.668,192.354,-21.633,N/A 
HIP 80784 ,-0.06,,0.08,0.14,0.06,0.1,0.12,0.02,0.02,0.06,0.09,0,-0.05,-0.25,0.03,-0.03,,-19.682,-47.354,-17.339,thin 
HIP 15249 ,-0.06,,0.05,0.1,-0.16,0.04,0.09,0.02,0.05,0.05,0.12,0.11,-0.08,-0.29,0.04,-0.05,,40.209,46.546,17.24,thick 
2MASS 19142829+4805542 ,-0.09,,-0.19,-0.22,-0.32,-0.08,-0.2,-0.12,-0.09,,-0.04,-0.01,-0.05,-0.29,,-0.1,-0.17,229.249,-680.498,800.264,N/A 
2MASS 19201985+5051485 ,-0.02,,-0.01,0.02,-0.13,-0.08,-0.14,-0.05,0.03,,0.02,-0.08,-0.02,-0.28,,-0.05,0.02,209.324,-572.538,749.141,N/A 
HIP 80793 ,-0.06,-2.11,-0.37,-0.05,0.08,0.11,0.15,-0.01,0.07,0,0.02,-0.03,0.07,-0.19,0,-0.07,0.14,-45.806,-110.289,-30.998,thin 
HIP 15264 ,-0.17,,,,0.03,0.03,-0.03,0.03,0.04,,-0.02,,-0.19,,,-0.11,,248.694,288.351,15.556,N/A 
HIP 113579 ,0.06,-0.22,-0.06,-0.06,0.01,0.2,0.18,0,0.1,0.09,0.09,-0.01,0.16,0,0.02,0.03,0.32,27.44,-7.311,-13.945,thin 
HIP 80816 ,-0.03,-2.52,-0.2,-0.03,0.2,0.08,0,0.07,0.06,-0.13,-0.02,-0.17,-0.02,-0.07,-0.08,-0.06,0,-15.145,-36.662,15.617,thin 
HIP 80818 ,-0.16,-0.87,,0.04,-0.18,-0.05,-0.12,-0.13,-0.06,0.01,-0.11,-0.18,-0.12,-0.34,-0.08,-0.12,-0.18,-13.305,-32.22,38.65,thin 
HIP 15286 ,0.08,,-0.03,,0.22,0.14,0.13,0.07,0.14,0.6,0.32,0.62,0.1,-0.06,0.2,0.1,,23.23,27.019,-13.454,N/A 
HIP 80827 ,0.25,,0.32,0.08,0.32,0.21,0.26,0.18,0.23,0.4,0.21,0.36,0.23,0.19,0.35,0.32,0.3,-24.164,-58.61,54.6,thin 
HIP 113596 ,-0.18,,-0.33,,0.18,-0.16,0.11,-0.17,-0.07,0.55,0.15,0.39,-0.08,-0.38,0.04,-0.14,,25.365,-6.745,-35.12,N/A 
HIP 80837 ,-0.7,-1.34,-0.47,-0.22,-0.63,-0.39,-0.52,-0.5,-0.53,-0.53,-0.5,-0.71,-0.74,-1.02,-0.55,-0.71,-0.85,-16.158,-39.239,3.1,thick 
HIP 80838 ,0.37,-0.84,0.28,0.24,0.41,0.27,0.3,0.35,0.36,0.72,0.4,0.37,0.33,0.4,0.53,0.39,0.43,-22.7,-55.138,47.171,thin 
HIP 80839 ,0.08,,,,0.41,0.15,0.09,0.27,0.03,,-0.05,-0.12,0.08,,0.25,0.08,0,-56.856,-138.106,99.797,thin 
HIP 15304 ,0.34,,0.12,0.26,0.17,0.33,0.22,0.28,0.31,0.3,0.25,0.24,0.32,0.18,0.27,0.28,0.39,30.287,35.287,6.251,thin 
HIP 113610 ,-0.06,,-0.13,,0.36,0.15,,0.02,0.21,,-0.03,,-0.05,,0.05,0.09,,175.559,-46.523,0.589,thin 
HIP 80843 ,-0.76,,-1.23,-0.31,-1.17,-0.4,,-0.53,-0.64,-0.68,-0.7,-0.88,-0.9,-1.67,-0.94,-0.84,,-72.827,-177.041,71.495,thick 
HIP 15310 ,0.34,,0.16,0.1,0.1,0.28,0.16,0.26,0.31,0.37,0.26,0.26,0.32,0.2,0.27,0.3,0.4,30.34,35.381,6.294,thin 
HIP 80850 ,-0.68,,-0.83,-0.24,-0.58,-0.3,-0.4,-0.38,-0.4,-0.5,-0.46,-0.58,-0.68,-1.01,0.19,-1.63,,-9.138,-22.238,107.971,thick 
HIP 48088 ,0.08,,,,0.25,0.12,0.16,0.18,0.14,0.21,0.15,0.23,0.11,0.02,0.2,0.08,,-82.358,53.373,-137.064,thin 
HIP 15323 ,0.18,-0.28,0.08,0.08,-0.01,0.11,-0.02,0.08,0.14,0.15,0.09,0.08,0.11,0,0.13,0.06,0.34,14.496,16.923,13.456,thin 
2MASS 19404359+4956448 ,0.12,,0.03,-0.08,-0.04,0.04,0.02,0.04,0.12,,0.08,0.15,0.12,0,,0.09,0.07,134.33,-285.703,375.523,N/A 
HD 70573 ,0,-0.34,0.03,0.09,-0.18,-0.02,-0.24,-0.02,0.11,,0.03,0.14,0.06,-0.15,,-0.02,0.06,-34.375,47.823,1.912,N/A 
HIP 113632 ,-0.12,-1.07,-0.05,-0.02,-0.09,-0.1,-0.15,-0.11,-0.04,-0.08,-0.05,-0.15,-0.11,-0.3,-0.14,-0.14,,37.832,-9.995,-32.712,N/A 
HIP 15330 ,-0.19,,-0.06,-0.11,-0.25,-0.16,-0.2,-0.18,-0.15,-0.1,-0.11,-0.24,-0.19,-0.32,-0.16,-0.21,-0.24,3.603,4.21,-10.68,thin 
HIP 113635 ,-0.02,,,,-0.02,0.18,0.17,0.14,0.01,,0.03,-0.15,-0.03,,0.11,0,,168.365,-44.468,68.179,thin 
HIP 113641 ,-0.12,,,,0.05,0.04,-0.17,0.02,0,,-0.12,,-0.23,,,-0.11,,207.999,-54.836,-75.527,N/A 
HIP 15343 ,0.21,,0.22,-0.08,0.14,0.11,0.23,0.24,0.11,,0.25,0.3,0.27,,0.22,0.21,,54.854,64.139,-41.807,thin 
HIP 113648 ,-0.03,,-0.03,-0.02,-0.04,0.09,-0.03,0.07,0.07,0.2,-0.01,0.16,0.1,-0.07,0.03,0.04,,25.997,-6.842,108.811,N/A 
HIP 48113 ,0.17,-1,0.13,0.13,0.12,0.21,0.15,0.13,0.19,0.34,0.16,0.11,0.12,0.01,0.22,0.14,0.18,-10.922,7.053,13.473,thin 
HIP 113651 ,-0.08,,,0.14,-0.11,,-0.13,-0.11,-0.03,0.06,-0.08,,-0.13,,0.01,-0.13,,102.486,-26.965,43.66,thin 
HIP 80884 ,-0.1,-0.92,,,-0.13,-0.05,-0.13,-0.19,-0.08,0.02,-0.16,-0.07,-0.08,-0.26,0.01,-0.09,-0.01,-43.312,-105.764,68.511,thin 
HIP 48119 ,0.09,,,,0.31,0.11,0.15,0.16,0.16,0.2,0.15,0.2,0.1,-0.01,0.12,0.08,,-47.832,30.865,-85.719,thin 
BD+40 3567 ,0.27,,0.28,0.34,0.26,0.24,0.17,0.22,0.28,,0.2,0.15,0.22,0.23,,0.26,0.4,35.866,-129.878,117.46,N/A 
2MASS 19151953+4733071 ,-0.16,,-0.11,-0.08,-0.32,-0.11,-0.21,-0.1,-0.11,,-0.12,-0.12,-0.16,-0.25,,-0.13,-0.23,112.267,-329.19,380.257,N/A 
HIP 113658 ,-0.02,,-0.22,-0.17,-0.25,-0.1,-0.19,-0.22,-0.05,,-0.11,-0.12,-0.06,-0.12,,-0.04,0.13,104.984,-27.576,-18.269,thin 
HIP 80894 ,0.21,-2.5,-0.17,-0.06,0.66,0.27,0.32,0.37,0.27,0.17,0.2,0.1,0.31,0.16,0.26,0.26,0.21,-25.749,-63.048,-20.319,thin 
HIP 80902 ,0,-0.66,-0.08,-0.09,-0.16,0.01,-0.17,-0.06,0.02,-0.03,-0.02,-0.11,-0.03,-0.21,-0.1,-0.07,0.1,-1.884,-4.623,27.717,thin 
2MASS 18542102+4034297 ,-0.21,,-0.06,-0.02,-0.32,-0.14,-0.29,-0.25,-0.19,,-0.14,-0.15,-0.17,-0.31,,-0.19,-0.19,83.287,-344.593,303.587,N/A 
HIP 80906 ,-0.08,,0.01,0.09,-0.05,0.07,-0.05,0.04,-0.08,0.11,-0.07,0.05,-0.07,-0.18,0.08,0.08,,-89.119,-218.745,375.651,N/A 
HIP 15371 ,-0.21,-2.7,-0.13,-0.14,-0.22,-0.09,-0.18,-0.18,-0.15,-0.13,-0.14,-0.23,-0.24,-0.4,-0.19,-0.24,-0.29,3.597,4.219,-10.653,thin 
HIP 48141 ,-0.18,-1.9,-0.13,-0.24,-0.22,-0.17,-0.18,-0.17,-0.1,-0.16,-0.07,-0.13,-0.1,-0.31,-0.24,-0.23,0.07,-29.668,19.114,-26.895,thin 
HIP 80910 ,0.22,-3.16,0,0.02,0.32,0.27,0.31,0.24,0.14,0.13,0.24,0.33,0.19,0.23,0.35,0.23,0.18,-23.069,-56.656,-30.549,thin 
HIP 113677 ,-0.08,,,-0.13,-0.24,-0.03,-0.12,-0.09,-0.07,-0.01,-0.11,-0.2,-0.14,-0.28,-0.04,-0.12,-0.19,83.162,-21.729,-45.724,thick 
HIP 48146 ,0.14,,,,-0.14,-0.08,-0.12,-0.02,-0.01,,0.13,0,0,,,-0.04,,-115.014,74.06,21.603,N/A 
HIP 15381 ,0.12,,,-0.04,0.02,0.15,0.05,0.11,0.09,0.22,0.03,0.04,0.06,0.01,0.22,0.1,-0.01,29.137,34.216,14.751,thin 
